Date,Ticker,MKTTREND,SMA,MACD,BOL,RSI,OBV,MYTREND1,MYTREND2,MYTREND3
2021-01-25,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-01-26,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-01-27,AIG,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-01-28,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-01-29,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-01,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-02,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-03,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-04,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-02-05,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-08,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-09,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-10,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-11,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-12,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-16,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-17,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-18,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-19,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-22,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-23,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-24,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-02-25,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-26,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-01,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-02,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-03,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-04,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-05,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-08,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-09,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-10,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-11,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-12,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-15,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-03-16,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-17,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-18,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-19,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-22,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-23,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-24,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-03-25,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-26,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-29,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-30,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-03-31,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-01,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-05,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-06,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-07,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-08,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-09,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-12,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-13,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-14,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-15,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-16,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-19,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-20,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-21,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-22,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-04-23,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-26,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-27,AIG,UP,BUY,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY
2021-04-28,AIG,UP,BUY,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY
2021-04-29,AIG,UP,BUY,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY
2021-04-30,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-03,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-04,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-05,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-06,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-05-07,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-05-10,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-05-11,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-12,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-13,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-14,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-17,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-18,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-19,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-20,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-21,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-24,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-25,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-26,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-27,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-28,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-01,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-02,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-03,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-04,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-07,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-08,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-09,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-10,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-11,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-14,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-15,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-16,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-17,AIG,UP,BUY,SELL,BUY,BUY,HOLD,BUY,BUY,HOLD
2021-06-18,AIG,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-06-21,AIG,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-06-22,AIG,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-06-23,AIG,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-06-24,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-25,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-28,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-29,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-06-30,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-01,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-02,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-06,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-07,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-08,AIG,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-07-09,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-12,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-13,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-14,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-15,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-16,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-19,AIG,UP,BUY,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL
2021-07-20,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-21,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-22,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-23,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-26,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-27,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-28,AIG,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-07-29,AIG,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-07-30,AIG,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-08-02,AIG,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-08-03,AIG,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-08-04,AIG,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-08-05,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-06,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-09,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-10,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-11,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-12,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-13,AIG,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-16,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-08-17,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-08-18,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-08-19,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-20,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-23,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-24,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-25,AIG,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-08-26,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-27,AIG,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-30,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-31,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-01,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-02,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-03,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-07,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-08,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-09,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-10,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-13,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-14,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-15,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-16,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-17,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-20,AIG,UP,BUY,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL
2021-09-21,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-09-22,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-23,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-24,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-09-27,AIG,NEUTRAL,BUY,BUY,SELL,SELL,HOLD,BUY,BUY,BUY
2021-09-28,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-09-29,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-09-30,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-10-01,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-10-04,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-05,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-06,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-07,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-08,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-11,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-12,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-13,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-14,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-15,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-18,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-19,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-20,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-21,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-22,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-25,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-26,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-27,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-28,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-10-29,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-01,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-02,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-03,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-11-04,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-11-05,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-08,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-09,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-10,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-11,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-11-12,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-15,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-16,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-11-17,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-11-18,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-11-19,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-11-22,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-23,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-24,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-26,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-29,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-11-30,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-12-01,AIG,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2021-12-02,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-03,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-06,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-07,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-08,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-09,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-10,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-13,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-14,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-15,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-16,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-17,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-20,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-21,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-22,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-12-23,AIG,NEUTRAL,BUY,BUY,SELL,HOLD,HOLD,BUY,BUY,BUY
2021-12-27,AIG,NEUTRAL,BUY,BUY,SELL,HOLD,HOLD,BUY,BUY,BUY
2021-12-28,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-29,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-30,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-31,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-01-03,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-01-04,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2022-01-05,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-01-06,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-01-07,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2022-01-10,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2022-01-11,AIG,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2022-01-12,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-01-13,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-01-14,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-01-18,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-01-19,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-01-20,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2022-01-21,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2022-01-24,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-01-25,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-01-26,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-01-27,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-01-28,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-01-31,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-02-01,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-02-02,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2022-02-03,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2022-02-04,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-07,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-02-08,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-02-09,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2022-02-10,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-11,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-14,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-15,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-02-16,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-02-17,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2022-02-18,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-22,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
