Date,Ticker,MKTTREND,SMA,MACD,BOL,RSI,OBV,MYTREND1,MYTREND2,MYTREND3
2021-01-22,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-01-25,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-01-26,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-01-27,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-01-28,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-01-29,AMD,UP,BUY,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL
2021-02-01,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-02,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-03,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-04,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-05,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-08,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-02-09,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-10,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-11,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-12,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-16,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-17,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-02-18,AMD,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-02-19,AMD,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-02-22,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-23,AMD,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-02-24,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-02-25,AMD,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-02-26,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-01,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-02,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-03,AMD,UP,BUY,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL
2021-03-04,AMD,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-03-05,AMD,UP,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-03-08,AMD,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-03-09,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-10,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-11,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-12,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-15,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-16,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-17,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-18,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-19,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-22,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-23,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-24,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-25,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-26,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-29,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-30,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-03-31,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-04-01,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-04-05,AMD,UP,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-04-06,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-07,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-08,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-09,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-12,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-13,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-14,AMD,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-15,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-16,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-19,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-20,AMD,UP,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-21,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-22,AMD,UP,SELL,BUY,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-04-23,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-26,AMD,UP,SELL,BUY,SELL,HOLD,BUY,SELL,HOLD,BUY
2021-04-27,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-04-28,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-29,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-04-30,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-03,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-04,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-05,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-06,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-07,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-10,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-11,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-12,AMD,UP,SELL,SELL,HOLD,BUY,SELL,HOLD,BUY,SELL
2021-05-13,AMD,UP,SELL,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-05-14,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-17,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-18,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-19,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-05-20,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-21,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-24,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-25,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-26,AMD,UP,SELL,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-05-27,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-05-28,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-01,AMD,UP,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-06-02,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-03,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-04,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-07,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-08,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-09,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-10,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-11,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-14,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-15,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-16,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-17,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-18,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-21,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-22,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-23,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-24,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-25,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-06-28,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-29,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-06-30,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-07-01,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-07-02,AMD,UP,SELL,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-07-06,AMD,UP,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-07-07,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-08,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-09,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-12,AMD,UP,SELL,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-13,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-14,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-15,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-16,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-19,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-07-20,AMD,UP,SELL,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-07-21,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-22,AMD,UP,SELL,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-23,AMD,UP,SELL,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-26,AMD,UP,SELL,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-07-27,AMD,UP,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-07-28,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-07-29,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-07-30,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-02,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-03,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-04,AMD,UP,BUY,BUY,SELL,SELL,BUY,SELL,SELL,BUY
2021-08-05,AMD,UP,BUY,BUY,HOLD,SELL,BUY,HOLD,SELL,BUY
2021-08-06,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-09,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-10,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-11,AMD,UP,BUY,BUY,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-12,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-13,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-16,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-17,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-18,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-19,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-20,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-23,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-24,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-25,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-26,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-27,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-30,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-08-31,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-01,AMD,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2021-09-02,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-03,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-07,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-08,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-09,AMD,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2021-09-10,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-13,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-14,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-15,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-16,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-17,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-20,AMD,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2021-09-21,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-22,AMD,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2021-09-23,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-24,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-27,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-09-28,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-29,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-09-30,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-10-01,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-10-04,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-10-05,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-10-06,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-10-07,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2021-10-08,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-10-11,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-10-12,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-10-13,AMD,NEUTRAL,BUY,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2021-10-14,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-15,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-18,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-19,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-20,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-21,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-10-22,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-25,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-26,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-27,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-28,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-10-29,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-11-01,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-02,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-03,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-04,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-11-05,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-08,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-11-09,AMD,NEUTRAL,BUY,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2021-11-10,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-11-11,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-12,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-15,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-11-16,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-17,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-18,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-19,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-22,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-11-23,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-11-24,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-26,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2021-11-29,AMD,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2021-11-30,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2021-12-01,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-02,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-03,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-06,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-07,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-08,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-09,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-10,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-13,AMD,NEUTRAL,BUY,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2021-12-14,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-15,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-16,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-17,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-20,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-21,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-22,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2021-12-23,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2021-12-27,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2021-12-28,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-29,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-30,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2021-12-31,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-01-03,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-01-04,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-01-05,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-06,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-07,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-10,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-11,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-12,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-13,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-14,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-18,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-19,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-01-20,AMD,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2022-01-21,AMD,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2022-01-24,AMD,NEUTRAL,BUY,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2022-01-25,AMD,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2022-01-26,AMD,NEUTRAL,BUY,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2022-01-27,AMD,NEUTRAL,BUY,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2022-01-28,AMD,NEUTRAL,BUY,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2022-01-31,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-02-01,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-02-02,AMD,NEUTRAL,BUY,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2022-02-03,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2022-02-04,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-07,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-08,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-09,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-10,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2022-02-11,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-14,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-15,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-16,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-17,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2022-02-18,AMD,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
