Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,MACDLine,MACDSignal,MACDHist,TP,TP20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA3,OBV_EMA20
2020-01-03,208.5,210.6300048828125,207.0,209.8000030517578,197.35145568847656,1802100.0,198.3904006958008,188.88465019226075,209.21157645488267,205.6606125437518,3.5509639111308786,3.783486844860569,-0.23252293372969035,209.1433359781901,206.72400029500324,206.72400029500324,214.99818479510702,198.44981579489945,59.26829818189215,210.3188670366699,207.162789090543,84143600.0,85829850.73560397,84638657.95180024
2020-01-06,208.27000427246094,208.7899932861328,206.80999755859375,208.42999267578125,196.06272888183594,2841400.0,198.87760040283203,189.08560012817384,209.09133279655936,205.86575181464195,3.2255809819174033,3.6719056699201236,-0.4463246880027203,208.00999450683594,207.14516652425127,207.14516652425127,214.71741210410764,199.5729209443949,48.000718386844355,209.68924224970704,207.28347514628547,78986600.0,81250425.367802,82005300.05165458
2020-01-07,203.1999969482422,206.25999450683594,203.19000244140625,203.92999267578125,191.82974243164062,3097400.0,199.25620025634765,189.2790500640869,208.2972804702858,205.7223622623242,2.574918207961616,3.452508160345296,-0.8775899523836799,204.45999654134116,207.270499420166,207.270499420166,214.55856730380165,199.98243153653036,27.89899457275668,207.76949239173177,206.96409586342014,73241400.0,75922012.683901,78775014.33247888
2020-01-08,204.0,205.4499969482422,203.52999877929688,204.3300018310547,192.20599365234375,2271300.0,199.68140014648438,189.47530006408692,207.6869299104041,205.6192244553581,2.0677054550459957,3.1755476157816647,-1.107842160735669,204.4366658528646,207.38649927775063,207.38649927775063,214.39777149928545,200.3752270562158,30.868386884995775,206.62299553817277,206.7132297651078,73331200.0,73535856.3419505,76282817.72940993
2020-01-09,205.5,207.27999877929688,205.16000366210938,206.14999389648438,193.91802978515625,2910600.0,200.14700012207032,189.67135002136231,207.45047821595492,205.6585407146006,1.7919375013543117,2.8988255873764315,-1.1068880860221197,206.19666544596353,207.61283264160156,207.61283264160156,214.1213370387999,201.1043282444032,43.1581132639603,206.46532832427664,206.65958825382307,74405500.0,73052528.17097525,74442611.27901037
2020-01-10,206.92999267578125,208.30999755859375,206.72999572753906,207.66000366210938,195.33843994140625,1573100.0,200.60420013427733,189.87730003356933,207.48271289997868,205.8067972262466,1.675915673732078,2.6542436084393684,-0.9783279347072904,207.56666564941406,207.90349934895835,207.90349934895835,213.80071769704492,202.00628100087178,51.4249107433939,206.86355343688757,206.75486591174626,77982700.0,76519664.08548763,76592995.9190823
2020-01-13,207.49000549316406,209.83999633789062,207.49000549316406,209.58999633789062,197.15391540527344,2202800.0,201.06440002441406,190.04965003967285,207.80691035196514,206.08703419256858,1.7198761593965628,2.467370124870532,-0.7474939654739692,208.97333272298178,208.19233271280922,208.19233271280922,213.66981559572696,202.71484982989148,60.00347950252326,207.77236773722194,207.02487833326933,81670000.0,79837082.04274382,78419639.16486749
2020-01-14,209.5500030517578,211.0,207.02999877929688,207.72999572753906,195.40426635742188,2499100.0,201.51059997558593,190.20819999694825,207.79507733282267,206.20873505441494,1.5863422784077272,2.2911645461704113,-0.7048222677626841,208.58666483561197,208.3484992980957,208.3484992980957,213.67437828228037,203.02262031391103,50.15402167168791,207.75824373399433,207.09203237084068,77627100.0,77960191.0213719,76947387.81584969
2020-01-15,208.0,208.44000244140625,206.72999572753906,207.25999450683594,195.71588134765625,1986000.0,201.89139984130858,190.36289993286132,207.7127568980555,206.28660612870448,1.4261507693510111,2.118161786054765,-0.6920110167037539,207.4766642252604,208.4118324279785,208.4118324279785,213.66019839791005,203.16346645804697,47.86329995101054,207.59216065827488,207.10802876475606,72964000.0,74123545.51068595,74145879.4524652
2020-01-16,208.13999938964844,209.10000610351562,207.89999389648438,208.97999572753906,197.34011840820312,2691600.0,202.31499969482422,190.5309499359131,207.90771671797606,206.48611647404306,1.4216002439329998,1.9788494716787783,-0.5572492277457786,208.65999857584634,208.64366582234703,208.64366582234703,213.46834132051632,203.81899032417775,56.29272538476149,208.05477234802962,207.28631133265395,73840900.0,73074872.75534298,72474962.36177444
2020-01-17,210.0,210.64999389648438,208.35000610351562,209.1999969482422,197.54782104492188,2584500.0,202.7613995361328,190.69099990844725,208.1065290610939,206.68714466234124,1.419384398752669,1.8669564507098835,-0.4475720519572144,209.3999989827474,208.85633265177412,208.85633265177412,213.39868442298686,204.3139808805614,57.31134296736114,208.43651388143383,207.46856710558188,73954900.0,72279636.37767148,70380694.51782343
2020-01-21,207.5,210.16000366210938,207.0,209.14999389648438,197.50062561035156,2687200.0,203.1597994995117,190.85094985961913,208.26706211269246,206.86957793335364,1.397484179338818,1.7730620035392786,-0.3755778242004606,208.7699991861979,208.98383255004882,208.98383255004882,213.35451583362823,204.6131492664694,56.96318922730768,208.67434055311736,207.6287029904133,73218000.0,73723968.18883574,72415471.23038998
