Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,MACDLine,MACDSignal,MACDHist,TP,TP20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA3,OBV_EMA20
2020-01-03,51.22999954223633,51.470001220703125,50.939998626708984,51.36000061035156,45.62600326538086,2358800.0,52.6418000793457,52.35485008239746,51.35731594018694,51.73505241219055,-0.3777364720036047,-0.48665166176202085,0.10891518975841613,51.256666819254555,51.37683340708414,51.37683340708414,52.265858307108864,50.48780850705942,49.22182525487666,51.35070759686694,51.54978913894475,108613400.0,108832571.54202235,113852087.3518294
2020-01-06,51.130001068115234,51.63999938964844,51.040000915527344,51.400001525878906,45.661529541015625,2699700.0,52.6068000793457,52.394700088500976,51.36388295337032,51.71023382888816,-0.3463508755178353,-0.45859150561712714,0.11224063009929186,51.36000061035156,51.384666760762535,51.384666760762535,52.27000808127208,50.49932544025299,50.13606642165599,51.3671389065376,51.53552365198866,106298800.0,105058535.77101117,108595979.03266336
2020-01-07,51.349998474121094,51.43000030517578,50.720001220703125,51.11000061035156,45.403907775878906,4580100.0,52.57100006103516,52.43715009689331,51.324824131367436,51.665772109600965,-0.3409479782335296,-0.4350628009083646,0.09411482267483495,51.08666737874349,51.35350011189779,51.35350011189779,52.23449517598538,50.472505047810195,43.57337175591435,51.281426141142255,51.49499764802502,97809300.0,99479217.88550559,104031600.07721516
2020-01-08,51.11000061035156,52.25,51.11000061035156,51.709999084472656,45.936927795410156,4832100.0,52.5492000579834,52.48345008850097,51.384081816460544,51.66904818404246,-0.28496636758191585,-0.4050435170749304,0.12007714949301457,51.68999989827474,51.344500096639,51.344500096639,52.20675701221301,50.482243181064995,57.00782608876467,51.424283788919055,51.51547397531232,98368600.0,96787508.9427528,99626400.06990889
2020-01-09,52.06999969482422,52.290000915527344,51.65999984741211,52.279998779296875,46.44328689575195,3219800.0,52.543800048828125,52.529600086212156,51.52191519535844,51.71430378467309,-0.1923885893146533,-0.3625125327707973,0.170123943456144,52.076666514078774,51.38216673533121,51.38216673533121,52.30427043197022,50.460063038692205,65.90576249724872,51.709522119045,51.58828586140897,98338200.0,95937754.47137639,96563057.20614426
2020-01-10,52.29999923706055,52.63999938964844,51.880001068115234,52.029998779296875,46.221195220947266,5483000.0,52.54240005493164,52.5740500831604,51.60008190057974,51.73768859999629,-0.13760669941655124,-0.3175313672518949,0.17992466783534367,52.18333307902018,51.46500002543131,51.46500002543131,52.36078764570838,50.56921240515424,59.65725297990672,51.81634767246229,51.63035375835335,88048400.0,89589677.2356882,91403127.94846974
2020-01-13,52.09000015258789,52.619998931884766,51.81999969482422,52.619998931884766,46.74531936645508,6039500.0,52.542600021362304,52.62165008544922,51.7569922130882,51.803044922161305,-0.046052709073101994,-0.2632356372480571,0.2171829281749551,52.35333251953125,51.53733336130779,51.53733336130779,52.47590155679312,50.598765165822456,67.93548726436192,52.08423142560312,51.72460567964584,89376000.0,87126888.6178441,86946920.5248584
2020-01-14,52.56999969482422,53.099998474121094,52.18000030517578,52.34000015258789,46.49658966064453,5277000.0,52.53020004272461,52.668050079345704,51.846685742242,51.8428193853743,0.0038663568677037574,-0.2098152405847943,0.21368159745249807,52.539999643961586,51.58516674041748,51.58516674041748,52.62559042681437,50.544743054020586,61.07311549596353,52.169487667931385,51.78321467707391,78757600.0,80271544.30892205,81334289.9987409
2020-01-15,52.0099983215332,52.33000183105469,51.400001525878906,51.779998779296875,45.99911117553711,4095000.0,52.49060005187988,52.70700006484985,51.83642620948121,51.83816600971511,-0.0017398002338993024,-0.1682001557784479,0.1664603555445486,51.83666737874349,51.57766672770182,51.57766672770182,52.60801786608526,50.54731558931837,49.527764636902546,52.03965803838655,51.782908401102716,69363600.0,72168072.15446103,75399890.95130077
2020-01-16,52.119998931884766,52.58000183105469,52.119998931884766,52.36000061035156,46.51436233520508,3822200.0,52.4392000579834,52.75105007171631,51.91697611730742,51.87682042518148,0.04015569212594272,-0.12652898696552445,0.16668467909146717,52.35333379109701,51.59716669718424,51.59716669718424,52.67204993071681,50.522283463651675,58.8289304933269,52.14643889570822,51.8378695638901,68205000.0,67696136.07723051,70208225.14647043
2020-01-17,52.529998779296875,53.08000183105469,52.529998779296875,52.900001525878906,46.99407196044922,5818600.0,52.401000061035155,52.79620008468628,52.06821079554919,51.95261162111221,0.11559917443697998,-0.07810335886079596,0.19370253329777593,52.83666737874349,51.640833409627284,51.640833409627284,52.841900898405825,50.43976592084874,65.63261772902987,52.39762643909845,51.939024988851095,68870800.0,65707068.03861526,65418794.18019728
2020-01-21,52.54999923706055,52.70000076293945,51.58000183105469,51.66999816894531,45.901390075683594,4215100.0,52.32400001525879,52.8315500831604,52.00694731453321,51.931677288300016,0.07527002623319134,-0.04742867800220303,0.12269870423539438,51.983333587646484,51.64900004069011,51.64900004069011,52.85739578156157,50.44060429981865,45.75863333668562,52.15508368238075,51.9134033869464,70431200.0,70956884.01930763,71121618.5439237
2020-01-22,51.86000061035156,52.439998626708984,51.63999938964844,52.2599983215332,46.42552185058594,4341500.0,52.25739997863769,52.86760007858276,52.04587823868705,51.95599736279592,0.08988087589113292,-0.01996676463167229,0.10984764052280521,52.11333211263021,51.667333348592116,51.667333348592116,52.8929708587423,50.44169583844193,53.544333084520325,52.190055228764905,51.94641242832961,78937700.0,77029792.0096538,75634340.58731318
2020-01-23,51.720001220703125,51.95000076293945,51.25,51.61000061035156,45.84809112548828,3307100.0,52.171399993896486,52.9013000869751,51.97882014202005,51.93036797417926,0.048452167840785876,-0.0062829787131405135,0.05473514655392639,51.60333379109701,51.69283339182535,51.69283339182535,52.88905587768709,50.496610905963614,45.2820395882088,51.996703689293795,51.91437320757114,71921600.0,72621196.0048269,71924984.34094371
2020-01-24,51.66999816894531,51.66999816894531,50.5,51.060001373291016,45.3594970703125,3227100.0,52.08459999084473,52.933450088500976,51.83746340836943,51.8658963750201,-0.0284329666506693,-0.010712977452601746,-0.017719989198067554,51.076666514078774,51.69366671244303,51.69366671244303,52.888054807634695,50.49927861725137,39.3532519240572,51.68446958395954,51.83300446145188,63931800.0,65895148.00241345,66854619.16566875
2020-01-27,50.099998474121094,50.34000015258789,49.88999938964844,50.130001068115234,44.533321380615234,3634700.0,51.97900001525879,52.95970008850097,51.574776894484174,51.737311536111655,-0.16253464162748088,-0.041077308559656474,-0.12145733306782441,50.12000020345052,51.66000010172526,51.66000010172526,52.991349200241864,50.328651003208655,31.34589038236775,51.16631341201145,51.67081366208249,64443800.0,67242824.00120673,70376793.53079697
2020-01-28,50.400001525878906,50.93000030517578,50.290000915527344,50.40999984741211,44.78207015991211,4131900.0,51.89279998779297,52.98320009231568,51.395580425703855,51.63899214964809,-0.24341172394423438,-0.0815441889487116,-0.16186753499552278,50.54333368937174,51.64166673024496,51.64166673024496,53.02556303433366,50.257770426156256,35.87835498664991,50.91420889047834,51.550736155917164,72121200.0,71454762.00060336,73750760.81353873
2020-01-29,50.59000015258789,50.849998474121094,50.33000183105469,50.349998474121094,44.728755950927734,2964400.0,51.81599998474121,53.00400009155273,51.23472166392189,51.54351113872377,-0.308789474801884,-0.12699324875921497,-0.18179622604266904,50.50999959309896,51.61700007120768,51.61700007120768,53.06490847520765,50.1690916672077,35.302091271448035,50.726138751692595,51.43638018622842,64636900.0,65785881.00030168,68793340.7361092
2020-01-30,50.0,51.349998474121094,49.90999984741211,51.29999923706055,45.572696685791016,2979300.0,51.76339996337891,53.031500091552736,51.24476436748168,51.52547322166862,-0.28070885418694047,-0.15773637186064582,-0.12297248232629465,50.85333251953125,51.6,51.6,53.07655353610873,50.12344646389127,49.9794493830491,50.91742558014859,51.42339152440756,61159600.0,60244440.500150844,62224632.09464687
2020-01-31,50.75,51.150001525878906,49.939998626708984,50.2599983215332,44.64881134033203,5736100.0,51.685599899291994,53.04910007476806,51.09326189887422,51.43173434240589,-0.3384724435316713,-0.19388358902670355,-0.14458885450496772,50.449999491373696,51.541333325703945,51.541333325703945,53.104671205961544,49.977995445446346,38.8473570609471,50.69828316061013,51.31259217175945,52040100.0,54450570.25007542,58193505.22852769
