Date,Ticker,MKTTREND,SMA,MACD,BOL,RSI,OBV,MYTREND1,MYTREND2,MYTREND3
2020-05-01,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-04,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-05,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-06,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-07,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-08,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-11,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-12,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-13,ABT,DOWN,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-05-14,ABT,DOWN,BUY,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
