Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,MACDLine,MACDSignal,MACDHist,TP,TP20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA3,OBV_EMA20
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.34913635253906,146322800.0,66.86464981079102,55.07199996948242,72.1052729180775,69.87676909569988,2.2285038223776183,1.9109520933777246,0.3175517289998937,74.54249827067058,70.11508293151856,70.11508293151856,75.23436703963013,64.99579882340699,79.47211300395045,73.68082975412045,70.7415704422945,3149462000.0,3169939536.69133,2931265963.5180573
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.9256362915039,118387200.0,67.14774978637695,55.20288745880127,72.54292276887207,70.25256375113212,2.2903590177399593,1.9868334786461535,0.30352553909380586,74.3758316040039,70.52470779418945,70.52470779418945,75.63039220600437,65.41902338237453,81.88070705966912,74.10388548549437,71.14237296666957,3486960400.0,3438005568.345665,3182432709.8472314
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.58264923095703,108872000.0,67.42179985046387,55.33706247329712,72.85901213706244,70.57441115460844,2.284600982453995,2.046386976023896,0.23821400643009882,74.7308349609375,70.8903746287028,70.8903746287028,76.10544536606503,65.67530389134058,75.7773331715252,74.26842487769937,71.4714330329098,3213987200.0,3243945784.1728325,3036965385.1017027
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.75025177001953,132079200.0,67.70484985351563,55.480124969482425,73.31108728679922,70.96130667226632,2.3497806145329037,2.1070657006538625,0.2427149138790412,75.39916737874348,71.31604131062826,71.31604131062826,76.54459842532678,66.08748419592975,81.26335389576518,74.77811678858345,71.88343946886373,3165670000.0,3114609692.0864162,2886007176.9987874
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.31676483154297,170108400.0,68.00774986267089,55.633674983978274,73.94130481509212,71.43880256520588,2.5025022498862484,2.186153009912365,0.3163492399738832,77.18833414713542,71.8237496693929,71.8237496693929,77.26914588785623,66.37835345092957,86.127312725973,75.65457826595667,72.4095405880879,3192655600.0,3082071246.043208,2785719731.571925
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.48702239990234,140644800.0,68.34294982910156,55.78599996566773,74.50148817324202,71.89389101399172,2.6075971592503038,2.270441841591875,0.337155317658429,77.60416666666667,72.32741635640463,72.32741635640463,77.96113250407595,66.6937002087333,86.56472713180885,76.29721772499326,72.90220306951022,3441393200.0,3315778623.021604,2945963071.4210143
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.0997543334961,121532000.0,68.71144981384278,55.946299953460695,75.2304896640924,72.43804707477558,2.7924425893168205,2.3748419938846945,0.417600595432126,78.76499938964844,72.8850830078125,72.8850830078125,78.75639478033129,67.0137712352937,90.00793246207654,77.27814443791868,73.50580257371902,3692682000.0,3569108711.5108023,3134478169.3794727
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.05867767333984,161954400.0,69.0310498046875,56.099712448120115,75.68272174176208,72.86263604761338,2.820085694148702,2.4638907302536834,0.35619496389501837,78.53500111897786,73.38941650390625,73.38941650390625,79.38754246905411,67.39129053875838,75.58008588719896,77.57542901492756,73.95001167803484,3415884000.0,3435074555.755401,3057372610.3922315
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.73270416259766,121923600.0,69.30864974975586,56.249837436676025,76.01384133294833,73.23095923729488,2.7828820956534486,2.5276890010897595,0.2551930945636891,78.03249867757161,73.80091641743978,73.80091641743978,79.89144051731736,67.7103923175622,71.44305629127687,77.6619523714426,74.32001047865316,3171681600.0,3242238677.877701,2957625980.8324275
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.6813735961914,108829200.0,69.59734970092774,56.40136241912842,76.44401921381686,73.6442213360377,2.799797877779156,2.582110775323713,0.21768710245544298,78.58583323160808,74.22612482706707,74.22612482706707,80.41006586943844,68.0421837846957,75.87726400547854,78.04463410049298,74.74762829579291,3161226000.0,3142089938.9388504,2869092115.9925714
