Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,EMA50,EMA200,MACDLine,MACDSignal,MACDHist,VOL_EMA50,VOL_EMA200,VOL_CHGPCT,SMA20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA5,OBV_EMA20
2019-06-24,46.54999923706055,46.689998626708984,46.22999954223633,46.27000045776367,40.439048767089844,21854400,46.48560012817383,49.62545001983643,45.92448765639493,45.99965375773668,46.52732956845471,49.626447737317676,-0.07516610134175039,-0.255647574565749,0.1804814732239986,20001010.241967995,21521849.391907282,-7.066489139688705,45.62299995422363,45.62299995422363,46.850905111180396,44.395094797266864,55.224583841345634,46.16610247949542,45.915663306211485,-470802200.0,-478034654.04555655,-492537567.4880841
2019-06-25,46.130001068115234,46.529998779296875,45.43000030517578,46.13999938964844,40.32542419433594,20814000,46.47860008239746,49.56650001525879,45.957643307664696,46.01004973047088,46.512140149678,49.591756708982665,-0.052406422806186015,-0.2149993442138364,0.1625929214076504,20032892.19326337,21514806.114375867,-6.887879506022153,45.65049991607666,45.65049991607666,46.89974323021088,44.40125660194244,53.25302495315854,46.15740144954643,45.937028647491196,-491616200.0,-482561836.03037107,-492449818.2035046
2019-06-26,46.209999084472656,46.279998779296875,45.779998779296875,45.79999923706055,40.02827453613281,17106800,46.459200057983395,49.508500003814696,45.9333903737256,45.99449043466271,46.48421305506555,49.55402777891379,-0.061100060937107514,-0.18421948755849063,0.12311942662138312,19918143.47980206,21470945.357018895,-7.23210762915579,45.66649990081787,45.66649990081787,46.91474513265575,44.41825466897998,48.07378839809295,46.038267378717805,45.92397822745018,-508723000.0,-491282224.0202474,-493999645.0412661
2019-06-27,46.220001220703125,46.529998779296875,46.11000061035156,46.290000915527344,40.456512451171875,13391600,46.43200004577637,49.45265001296997,45.988253534002794,46.01638009991194,46.47659689273072,49.52154989967612,-0.028126565909147416,-0.153000903228622,0.12487433731947459,19662200.5982412,21390553.860929158,-8.079983687775735,45.72849998474121,45.72849998474121,46.97098069458863,44.48601927489379,55.302645601627184,46.12217855765432,45.958837531076576,-495331400.0,-492631949.3468317,-494126478.8468598
2019-06-28,46.810001373291016,47.70000076293945,46.79999923706055,47.31999969482422,41.35671615600586,31030900,46.42740005493164,49.40235000610352,46.19313755874455,46.11294451434989,46.50967151242067,49.499643927488535,0.08019304439466168,-0.10636211370396527,0.18655515809862694,20108031.947329782,21486477.703108966,-6.415410542509401,45.876000022888185,45.876000022888185,47.13966828253996,44.61233176323641,66.5852288628437,46.52145227004429,46.088472022862064,-464300500.0,-483188132.8978878,-491285909.43287313
2019-07-01,47.880001068115234,48.119998931884766,47.400001525878906,47.689998626708984,41.68008804321289,15089100,46.42959999084473,49.36110000610351,46.423423876892926,46.2297633374876,46.555958850235896,49.48163750658526,0.1936605394053288,-0.046357583082106454,0.24001812248743526,19911211.086650185,21422822.203575544,-7.056078338142887,46.034499931335446,46.034499931335446,47.374922855885664,44.69407700678523,69.75014161168919,46.91096772226586,46.24099836608558,-449211400.0,-471862555.26525855,-487278813.296409
2019-07-02,47.52000045776367,47.79999923706055,46.91999816894531,47.22999954223633,41.27806854248047,12107200,46.42900001525879,49.322250003814695,46.54751244079191,46.30385490820972,46.582391818549645,49.459233148731045,0.24365753258219058,0.011645440050752957,0.23201209253143762,19605171.436193317,21330129.44533101,-8.086955184959146,46.111999893188475,46.111999893188475,47.54234097375604,44.68165881262091,61.40673073985427,47.01731166225602,46.33518895429041,-461318600.0,-468347903.51017237,-484806412.0300844
2019-07-03,47.29999923706055,47.790000915527344,46.97999954223633,47.65999984741211,41.65387725830078,10438400,46.43520004272461,49.28690000534058,46.71866434950271,46.40431008889138,46.624650956936414,49.44133032981245,0.3143542606113314,0.07218720416286865,0.24216705644846276,19245690.20340142,21221754.027964532,-9.311500934179119,46.20199985504151,46.20199985504151,47.78405112103906,44.61994858904395,65.81702977457934,47.23154105730805,46.461361420302,-450880200.0,-462525335.67344826,-481575344.21769536
2019-07-05,48.099998474121094,48.189998626708984,47.66999816894531,47.77000045776367,41.7500114440918,10801600,46.441000061035155,49.25420000076294,46.88040836615824,46.50547233843747,46.669566623635525,49.424700181831874,0.3749360277207714,0.1327369688744492,0.2421990588463222,18914549.411111172,21118070.903308168,-10.434293464995479,46.29449996948242,46.29449996948242,48.0172080581984,44.57179188076645,66.9324356131197,47.411027524126595,46.58599370958406,-440078600.0,-455043090.44896555,-477623273.3398196
2019-07-08,47.400001525878906,47.9900016784668,47.310001373291016,47.529998779296875,41.540260314941406,13189300,46.44140007019043,49.219349994659424,46.980345352794956,46.581363185908536,46.70330906111244,49.405847431557895,0.3989821668864195,0.18598600847684327,0.21299615840957625,18690029.826361716,21039177.660489183,-11.165587705165311,46.38949985504151,46.38949985504151,48.16661069534354,44.61238901473947,61.851535108596046,47.450684609183355,46.67589895431861,-453267900.0,-454451360.2993104,-475303713.97412246
2019-07-09,47.29999923706055,47.88999938964844,47.209999084472656,47.83000183105469,41.802452087402344,12595000,46.43880012512207,49.18239999771118,47.111061734065686,46.67385493740085,46.747493091306254,49.390167375831496,0.43720679666483875,0.2362301661144424,0.20097663055039636,18451009.048857335,20955155.99222561,-11.95002768911535,46.46749992370606,46.46749992370606,48.355978541765964,44.57902130564615,65.61612898089987,47.57712368314047,46.785813514007764,-440672900.0,-449858540.19954026,-472005541.2146823
