Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,EMA50,EMA200,MACDLine,MACDSignal,MACDHist,VOL_EMA50,VOL_EMA200,VOL_CHGPCT,SMA20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA5,OBV_EMA20
2019-06-24,24.539274215698242,24.690332412719727,24.516616821289062,24.607250213623047,16.921873092651367,28790910,23.882628326416015,23.54501509666443,24.400076184704268,24.194002921216214,23.970038723002627,23.675555121990357,0.20607326348805444,0.1836935146436628,0.022379748844391645,36151472.531317785,40848055.0742891,-11.497689509157249,24.195619201660158,24.195619201660158,24.971587809513608,23.419650593806708,64.77919952353339,24.527423122393056,24.272142095910297,1245107210.0,1238602365.4889932,1186177483.842397
2019-06-25,24.622356414794922,24.622356414794922,24.509063720703125,24.584592819213867,16.906291961669922,25460123,23.88791534423828,23.546412382125855,24.428463359244205,24.222935506253076,23.994138883638364,23.684600273206513,0.2055278529911284,0.18806038231315592,0.017467470677972496,35732203.9222465,40694941.32230613,-12.194973721068862,24.21903314590454,24.21903314590454,25.01297752627132,23.425088765537758,63.03291019207854,24.546479687999994,24.301899307653493,1219647087.0,1232283939.3259954,1189365065.095502
2019-06-26,24.614803314208984,24.76586151123047,24.561933517456055,24.569486618041992,16.895904541015625,37020232,23.8956192779541,23.547960720062257,24.450159245213094,24.24860595897818,24.016701539889485,23.69340511245861,0.20155328623491187,0.19075896309750712,0.010794323137404749,35782714.82725644,40658377.05044239,-11.991777775923051,24.242447090148925,24.242447090148925,25.049276104623793,23.435618075674057,61.7522710726233,24.554148664680664,24.32738381340478,1182626855.0,1215731577.883997,1188723330.8006923
2019-06-27,24.743202209472656,24.94713020324707,24.592145919799805,24.909366607666016,17.12963104248047,37316013,23.90664649963379,23.55018882751465,24.520806531744313,24.297551192214318,24.051708013135627,23.70550423181391,0.2232553395299952,0.19725823838400475,0.025997101145990464,35842844.16736403,40625119.69670665,-11.771720465183774,24.284743213653563,24.284743213653563,25.139338516199793,23.430147911107333,74.95967789610424,24.67255464567578,24.382810746191566,1219942868.0,1217135341.2559981,1191696620.0577693
2019-06-28,24.954683303833008,25.33987808227539,24.86404800415039,25.309667587280273,17.4049072265625,53981201,23.930211448669432,23.553361034393312,24.64216977105754,24.372522777034018,24.1010397611413,23.721466056246413,0.2696469940235211,0.21173598951190803,0.05791100451161307,36554152.2784478,40758016.02808271,-10.314201129756675,24.39539270401001,24.39539270401001,25.171779297339786,23.619006110680235,82.95727976985361,24.884925626210613,24.471082826295252,1273924069.0,1236064917.1706655,1199527805.6713152
2019-07-01,25.5362548828125,25.604230880737305,25.226585388183594,25.249244689941406,17.363357543945312,42843978,23.951359481811522,23.55339879989624,24.73556591242429,24.437465140953083,24.146067405407976,23.736667833696117,0.29810077147120495,0.22900894590376744,0.06909182556743751,36800812.11066554,40778771.86859931,-9.754976855977615,24.483761310577393,24.483761310577393,25.223825407545394,23.74369721360939,78.58581644253684,25.006365314120877,24.545193479975836,1231080091.0,1234403308.4471104,1202532785.226428
2019-07-02,25.279455184936523,25.581571578979492,25.20392608642578,25.55891227722168,17.576309204101562,35260636,23.9779455947876,23.55400302886963,24.862234583931578,24.520535299195203,24.20147308665557,23.754799619203833,0.3416992847363751,0.251547013670289,0.09015227106608614,36740413.04750218,40723865.044036135,-9.781615748472076,24.57288513183594,24.57288513183594,25.380523639778684,23.765246623893194,83.67338789895476,25.19054763515448,24.641738127332584,1266340727.0,1245049114.631407,1208609732.0620062
2019-07-03,25.649547576904297,25.709970474243164,25.581571578979492,25.664653778076172,17.649028778076172,26660726,24.006344413757326,23.555438079833984,24.98568369072305,24.60528481614935,24.258852721613245,23.773803143172714,0.38039887457370014,0.2773173858509712,0.10308148872272893,36345131.202502094,40583933.31225468,-10.444532512753375,24.659743213653563,24.659743213653563,25.545046604453443,23.774439822853683,85.07085491554373,25.34858301612838,24.73915866549864,1293001453.0,1261033227.420938,1216647038.8180056
2019-07-05,25.664653778076172,25.95921516418457,25.634441375732422,25.906343460083008,17.815231323242188,32447268,24.059365539550782,23.558006048202515,25.127323655239966,24.701659530514807,24.32346020155324,23.795022449808638,0.42566412472515935,0.30698673362580886,0.1186773910993505,36192273.82201181,40502971.46835165,-10.64291702574993,24.742824745178222,24.742824745178222,25.765368640255662,23.72028085010078,87.82028750052969,25.534503164113257,24.850319122125722,1325448721.0,1282505058.6139588,1227009103.7877192
2019-07-08,25.77794647216797,25.951662063598633,25.732627868652344,25.868579864501953,17.789260864257812,42167017,24.1184289932251,23.560007553100586,25.241363072049502,24.788098073773114,24.384053129512015,23.81565486189514,0.45326499827638855,0.3362423865559248,0.11702261172046374,36426577.47605056,40519529.135333225,-10.10118268060916,24.80929002761841,24.80929002761841,25.942902806368924,23.675677248867895,84.99813380536699,25.645862064242824,24.947296335685362,1283281704.0,1282763940.409306,1232368399.0460317
