Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,EMA12,EMA26,EMA50,EMA200,MACDLine,MACDSignal,MACDHist,VOL_EMA50,VOL_EMA200,VOL_CHGPCT,SMA20,middleBand,upperBand,lowerBand,RSI,EMA5,EMA20,OBV,OBV_EMA5,OBV_EMA20
2019-06-24,37.163333892822266,37.40666580200195,37.0099983215332,37.08000183105469,29.8095703125,18098511,34.565399703979494,32.810466375350956,36.28999017799286,35.49946896098016,34.752324252858266,33.23220877676043,0.790521217012703,0.6682668177154847,0.12225439929721826,19578862.487377748,21195021.029037785,-7.625180175315012,35.52333316802979,35.52333316802979,37.829962934825375,33.2167034012342,91.47981841490376,36.81635351726507,35.78645525171472,364676355.0,328402820.36040366,258538488.03411502
2019-06-25,36.959999084472656,37.143001556396484,36.79999923706055,36.90666580200195,29.670215606689453,18316164,34.62646636962891,32.83424969673157,36.38486335091734,35.60370576401881,34.83680823517763,33.26877053820562,0.7811575868985301,0.6908449715520939,0.0903126153464362,19529344.899637446,21166375.685465273,-7.734110034491916,35.66166648864746,35.66166648864746,37.950763937402485,33.37256903989244,79.2345852683124,36.84645761217737,35.8931419707897,346360191.0,334388610.57360244,266902459.7451517
2019-06-26,36.95000076293945,37.025001525878906,36.70000076293945,36.720001220703125,29.520160675048828,12485103,34.6779997253418,32.85813303947449,36.43642302319208,35.6863943163658,34.910658940492354,33.30311114201157,0.7500287068262779,0.7026817186069307,0.04734698821934713,19253100.119259506,21079994.862724323,-8.666485714829598,35.79566650390625,35.79566650390625,37.99714911243,33.59418389538249,67.93513775766674,36.80430548168596,35.97189047078146,333875088.0,334217436.38240165,273280805.2932325
2019-06-27,36.68666458129883,36.836666107177734,36.286865234375,36.70000076293945,29.504079818725586,16443930,34.72579971313476,32.88013304710388,36.47697344469167,35.76147627537126,34.980829208039296,33.33691103873723,0.7154971693204146,0.7052448087496276,0.010252360570787045,19142936.5851709,21033864.86409025,-8.989923112740014,35.92749996185303,35.92749996185303,38.00445279020578,33.85054713350028,66.75814816391141,36.769537242103794,36.041234308129845,317431158.0,328622010.25493443,277485600.78911513
2019-06-28,36.849998474121094,37.168331146240234,36.746665954589844,36.83000183105469,29.60858154296875,19521072,34.774666442871094,32.90321639060974,36.531285504132136,35.84062631653299,35.053345781490876,33.371668161048845,0.6906591875991452,0.7023276845195311,-0.011668496920385851,19157765.42496812,21018812.198775917,-8.854195737645822,36.07833347320557,36.07833347320557,37.935327014494966,34.22133993191617,70.58079352150519,36.789692105087425,36.11635502459888,336952230.0,331398750.1699563,283149089.2853899
2019-07-01,37.099998474121094,37.323333740234375,36.67333221435547,36.87333297729492,29.643421173095703,16548249,34.82426643371582,32.92763305664062,36.58390819231103,35.917123106219066,35.12471782838516,33.40651059703139,0.6667850860919629,0.6952191648340175,-0.028434078742054614,19055431.44751839,20974328.9828677,-9.148791062239502,36.22266674041748,36.22266674041748,37.8266312493456,34.61870223148936,71.82678857267234,36.81757239582326,36.18844816295089,353500479.0,338765993.11330426,289849221.6391623
2019-07-02,36.94333267211914,37.20333480834961,36.779998779296875,37.20000076293945,29.90603256225586,11878122,34.88579978942871,32.955099725723265,36.6786916647154,36.01215108079094,35.206101472877485,33.44425676783645,0.6665405839244585,0.6894834486521058,-0.022942864727647283,18773968.331929434,20883819.46065011,-10.102802950849659,36.37333354949951,36.37333354949951,37.717028568584745,35.02963853041428,79.41181965331857,36.94504851819533,36.28478650580694,365378601.0,347636862.4088695,297042495.864004
2019-07-03,37.060001373291016,37.46666717529297,37.0,37.439998626708984,30.098981857299805,9621930,34.947466430664065,32.984649715423586,36.795815812714416,36.11791756567376,35.29370528283167,33.48401539329787,0.6778982470406589,0.6871664083298165,-0.009268161289157528,18415064.8679322,20771760.859051604,-11.345672651976628,36.50500011444092,36.50500011444092,37.71137023273634,35.29862999614549,83.2375006841644,37.11003188769988,36.39480670779761,375000531.0,356758085.27257967,304467070.63886076
2019-07-05,37.33333206176758,37.413333892822266,37.06999969482422,37.32666778564453,30.00786781311035,10738251,35.00379981994629,33.0132497215271,36.87748534701136,36.20745461900493,35.373429302549816,33.5222507404854,0.6700307280064308,0.6837392722651394,-0.0137085442587086,18114013.343699567,20671924.940056067,-12.37384328635997,36.619500160217285,36.619500160217285,37.662748339991495,35.576251980443075,75.58481316736808,37.182243853681435,36.483555381878276,364262280.0,359259483.51505315,310161852.4827788
2019-07-08,37.30666732788086,37.643333435058594,37.233333587646484,37.573333740234375,30.206180572509766,14146974,35.06513320922851,33.04206639289856,36.984538945968744,36.30863085020711,35.459700064811955,33.56256002406499,0.6759080957616348,0.6821730369644385,-0.006264941202803742,17958443.17335841,20607000.055080384,-12.852704783047772,36.73050022125244,36.73050022125244,37.674170532203746,35.78682991030114,80.16459703211795,37.31260714919908,36.587343796959814,378409254.0,365642740.34336877,316661605.0082284
