Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,114.0,114.58999633789062,110.56999969482422,110.87999725341797,102.1151351928711,3960400
2020-05-04,110.0199966430664,110.27999877929688,106.58000183105469,107.72000122070312,99.20491027832031,4500700
2020-05-05,109.23999786376953,111.08999633789062,108.73999786376953,108.91000366210938,100.30087280273438,3477400
2020-05-06,110.02999877929688,110.23999786376953,106.69999694824219,107.66999816894531,99.15887451171875,4465300
2020-05-07,109.0199966430664,110.05000305175781,106.77999877929688,107.29000091552734,98.80889129638672,4377900
2020-05-08,108.97000122070312,112.19999694824219,108.30000305175781,112.11000061035156,103.2479019165039,3911300
2020-05-11,110.16000366210938,110.7699966430664,108.18000030517578,108.61000061035156,100.02456665039062,4207300
2020-05-12,109.11000061035156,109.33000183105469,105.0,105.0,96.69993591308594,3874100
2020-05-13,105.13999938964844,105.29000091552734,102.55000305175781,104.4800033569336,96.22103118896484,5376100
2020-05-14,102.5,106.27999877929688,100.22000122070312,106.19000244140625,97.79588317871094,5542400
2020-05-15,105.18000030517578,107.98999786376953,104.27999877929688,107.91999816894531,99.38909912109375,6583100
2020-05-18,112.22000122070312,115.66000366210938,112.01000213623047,115.0199966430664,105.92786407470703,5603500
2020-05-19,114.94999694824219,115.44000244140625,112.01000213623047,112.08000183105469,103.22026824951172,3404900
2020-05-20,113.30999755859375,117.4800033569336,113.05000305175781,115.69000244140625,106.544921875,3735700
2020-05-21,114.94999694824219,115.68000030517578,113.81999969482422,114.05999755859375,105.04376220703125,2342300
2020-05-22,114.12999725341797,114.16000366210938,111.47000122070312,112.47000122070312,103.5794448852539,2735100
2020-05-26,115.9800033569336,118.55999755859375,115.9800033569336,117.41000366210938,108.12895202636719,4185100
2020-05-27,119.72000122070312,122.48999786376953,119.52999877929688,122.41999816894531,112.74288940429688,4462700
2020-05-28,124.75,124.83000183105469,120.27999877929688,120.73999786376953,111.1957015991211,3743700
2020-05-29,119.62999725341797,120.70999908447266,117.56999969482422,120.12999725341797,110.63392639160156,4219000
2020-06-01,119.86000061035156,121.19999694824219,117.61000061035156,120.5,110.97467803955078,2131300
2020-06-02,121.83999633789062,123.81999969482422,121.27999877929688,123.31999969482422,113.57177734375,2977500
2020-06-03,125.44999694824219,127.3499984741211,125.01000213623047,127.08999633789062,117.04375457763672,3712600
2020-06-04,125.41000366210938,129.02999877929688,124.73999786376953,128.9600067138672,118.76595306396484,3076700
2020-06-05,137.85000610351562,139.3699951171875,133.38999938964844,135.1199951171875,124.43900299072266,5591900
2020-06-08,135.32000732421875,139.94000244140625,135.32000732421875,137.72000122070312,126.83348083496094,4139200
