Date,Open,High,Low,Close,Adj Close,Volume
2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,400.4768371582031,85527000
2021-05-03,419.42999267578125,419.8399963378906,417.6700134277344,418.20001220703125,401.3406066894531,68128300
2021-05-04,416.07000732421875,416.6000061035156,411.6700134277344,415.6199951171875,398.8646545410156,101591200
2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,398.9893798828125,60162200
2021-05-06,415.8299865722656,419.2099914550781,413.67999267578125,419.07000732421875,402.17559814453125,74321400
2021-05-07,419.8900146484375,422.82000732421875,419.1600036621094,422.1199951171875,405.1025695800781,67733800
2021-05-10,422.5,422.739990234375,417.80999755859375,417.94000244140625,401.0910949707031,81852400
2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,397.51141357421875,116888000
2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,389.0662841796875,134811000
2021-05-13,407.07000732421875,412.3500061035156,407.0199890136719,410.2799987792969,393.7398986816406,106394000
2021-05-14,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,399.785888671875,82201600
2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,398.7686462402344,65129200
2021-05-18,415.79998779296875,416.05999755859375,411.7699890136719,411.94000244140625,395.3329772949219,59810200
2021-05-19,406.9200134277344,411.04998779296875,405.3299865722656,410.8599853515625,394.2965087890625,106467100
2021-05-20,411.79998779296875,416.6300048828125,411.6700134277344,415.2799987792969,398.5382995605469,78022200
2021-05-21,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,398.2120666503906,76578700
2021-05-24,417.3399963378906,420.32000732421875,417.0799865722656,419.1700134277344,402.2715148925781,51376700
2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,401.3789978027344,57451400
2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.07000732421875,402.17559814453125,43088600
2021-05-27,420.1700134277344,420.7200012207031,418.989990234375,419.2900085449219,402.38665771484375,56707700
2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,403.1064147949219,58520200
2021-06-01,422.57000732421875,422.7200012207031,419.20001220703125,419.6700134277344,402.75140380859375,54216600
2021-06-02,420.3699951171875,421.2300109863281,419.2900085449219,420.3299865722656,403.3847351074219,49097100
2021-06-03,417.8500061035156,419.989990234375,416.2799987792969,418.7699890136719,401.8876953125,58138800
2021-06-04,420.75,422.9200134277344,418.8399963378906,422.6000061035156,405.5632629394531,55938800
2021-06-07,422.5899963378906,422.7799987792969,421.19000244140625,422.19000244140625,405.16973876953125,51555000
2021-06-08,423.1099853515625,423.2099914550781,420.32000732421875,422.2799987792969,405.2561340332031,47134300
2021-06-09,423.17999267578125,423.260009765625,421.4100036621094,421.6499938964844,404.6515808105469,48436300
