Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,301.7799987792969,304.82000732421875,300.17999267578125,301.9200134277344,279.9101257324219,2525400
2020-05-04,303.0,305.5299987792969,300.07000732421875,304.489990234375,282.292724609375,2477500
2020-05-05,305.05999755859375,309.79998779296875,303.44000244140625,307.9200134277344,285.47265625,2460900
2020-05-06,309.9200134277344,311.0400085449219,306.5400085449219,308.8900146484375,286.3719787597656,2406700
2020-05-07,309.3399963378906,309.8699951171875,304.5299987792969,305.0,282.7655334472656,2601800
2020-05-08,305.8999938964844,307.17999267578125,303.70001220703125,305.94000244140625,283.636962890625,2337400
2020-05-11,305.6400146484375,311.8299865722656,305.0,310.3299865722656,287.7069396972656,1865900
2020-05-12,310.8399963378906,311.54998779296875,304.7900085449219,304.8399963378906,282.61724853515625,2264900
2020-05-13,304.8399963378906,306.3999938964844,300.1199951171875,302.1400146484375,280.1141052246094,2954900
2020-05-14,301.010009765625,302.8800048828125,294.5400085449219,299.739990234375,277.88897705078125,3718900
2020-05-15,299.07000732421875,299.8299865722656,295.8599853515625,299.2099914550781,277.39764404296875,4577200
2020-05-18,301.7200012207031,303.19000244140625,299.9200134277344,302.760009765625,280.6888427734375,3987300
2020-05-19,304.6199951171875,309.0199890136719,303.1499938964844,304.6300048828125,282.4225158691406,3523000
2020-05-20,306.7699890136719,307.9200134277344,303.20001220703125,304.9100036621094,282.6821594238281,2827000
2020-05-21,304.7900085449219,305.0400085449219,301.25,301.9700012207031,279.9564514160156,2492100
2020-05-22,302.010009765625,303.94000244140625,300.8299865722656,302.42999267578125,280.3829345703125,2366400
2020-05-26,306.010009765625,306.8999938964844,303.5299987792969,304.79998779296875,282.5800476074219,3234600
2020-05-27,304.55999755859375,306.30999755859375,299.4700012207031,306.010009765625,283.701904296875,2980200
2020-05-28,307.25,311.0,306.8999938964844,309.55999755859375,286.9930725097656,4301900
2020-05-29,304.20001220703125,308.8800048828125,302.3500061035156,308.4700012207031,285.98260498046875,4971800
2020-06-01,307.8999938964844,309.739990234375,306.4599914550781,308.2900085449219,285.8156433105469,2293700
2020-06-02,307.95001220703125,309.0199890136719,304.7200012207031,307.0899963378906,284.703125,2528900
2020-06-03,307.5,308.20001220703125,305.9200134277344,306.6400146484375,284.2859802246094,2165900
2020-06-04,310.8500061035156,315.3500061035156,309.0899963378906,310.75,288.0963439941406,4553900
2020-06-05,313.1300048828125,313.6300048828125,307.2900085449219,312.0400085449219,289.2923278808594,4375600
