date,Cash,Qty,PurchasePrice,CurrentPrice,CurrentEquityTotal,PortfolioTotal,PercentageChange
2021-09-02,11165.275254515067,0,0,112.0199966430664,0,11165.275254515067,11.65275254515067
2021-09-03,11165.275254515069,0.0,0,111.62000274658203,0.0,11165.275254515069,11.652752545150689
2021-09-07,11165.275254515069,0.0,0,109.02999877929688,0.0,11165.275254515069,11.652752545150689
2021-09-08,11165.275254515069,0.0,0,110.36000061035156,0.0,11165.275254515069,11.652752545150689
2021-09-09,11165.275254515069,0.0,0,107.2699966430664,0.0,11165.275254515069,11.652752545150689
2021-09-10,11165.275254515069,0.0,0,106.68000030517578,0.0,11165.275254515069,11.652752545150689
2021-09-13,11165.275254515069,0.0,0,107.4800033569336,0.0,11165.275254515069,11.652752545150689
2021-09-14,11165.275254515069,0.0,0,106.4800033569336,0.0,11165.275254515069,11.652752545150689
2021-09-15,11165.275254515069,0.0,0,107.7699966430664,0.0,11165.275254515069,11.652752545150689
2021-09-16,11165.275254515069,0.0,0,108.08000183105469,0.0,11165.275254515069,11.652752545150689
2021-09-17,11165.275254515069,0.0,0,107.7300033569336,0.0,11165.275254515069,11.652752545150689
2021-09-20,11165.275254515069,0.0,0,106.4000015258789,0.0,11165.275254515069,11.652752545150689
2021-09-21,11165.275254515069,0.0,0,107.1500015258789,0.0,11165.275254515069,11.652752545150689
2021-09-22,11165.275254515069,0.0,0,106.41000366210938,0.0,11165.275254515069,11.652752545150689
2021-09-23,11165.275254515069,0.0,0,107.36000061035156,0.0,11165.275254515069,11.652752545150689
2021-09-24,11165.275254515069,0.0,0,107.06999969482422,0.0,11165.275254515069,11.652752545150689
2021-09-27,11165.275254515069,0.0,0,107.72000122070312,0.0,11165.275254515069,11.652752545150689
2021-09-28,0.0,103.74721213124735,107.62000274658203,107.33999633789062,11136.225370234453,11136.225370234453,11.362253702344532
2021-09-29,0.0,103.74721213124737,107.62000274658205,108.83999633789062,11291.846188431326,11291.846188431326,12.918461884313256
2021-09-30,0.0,103.74721213124737,107.62000274658205,107.87000274658203,11191.212057547882,11191.212057547882,11.912120575478822
2021-10-01,0.0,103.74721213124737,107.62000274658205,109.08999633789062,11317.782991464137,11317.782991464137,13.17782991464137
2021-10-04,0.0,103.74721213124737,107.62000274658205,108.7300033569336,11280.434723303028,11280.434723303028,12.804347233030274
2021-10-05,0.0,103.74721213124737,107.62000274658205,109.51000213623047,11361.357422120855,11361.357422120855,13.613574221208546
2021-10-06,0.0,103.74721213124737,107.62000274658205,109.31999969482422,11341.645198526825,11341.645198526825,13.41645198526825
2021-10-07,0.0,103.74721213124737,107.62000274658205,110.87000274658203,11502.453693941625,11502.453693941625,15.024536939416247
2021-10-08,0.0,103.74721213124737,107.62000274658205,111.18000030517578,11534.615076413218,11534.615076413218,15.34615076413218
2021-10-11,0.0,103.74721213124737,107.62000274658205,110.33999633789062,11447.467006628196,11447.467006628196,14.474670066281961
2021-10-12,0.0,103.74721213124737,107.62000274658205,108.56999969482422,11263.83478942839,11263.83478942839,12.638347894283907
2021-10-13,0.0,103.74721213124737,107.62000274658205,108.52999877929688,11259.68480595973,11259.68480595973,12.596848059597304
2021-10-14,0.0,103.74721213124737,107.62000274658205,108.91000366210938,11299.109253147788,11299.109253147788,12.99109253147788
2021-10-15,0.0,103.74721213124737,107.62000274658205,109.33000183105469,11342.682892276094,11342.682892276094,13.426828922760942
2021-10-18,0.0,103.74721213124737,107.62000274658205,107.43000030517578,11145.563030921041,11145.563030921041,11.45563030921041
2021-10-19,0.0,103.74721213124737,107.62000274658205,107.44999694824219,11147.637626891164,11147.637626891164,11.476376268911645
2021-10-20,0.0,103.74721213124737,107.62000274658205,108.41000366210938,11247.235647082165,11247.235647082165,12.472356470821651
2021-10-21,0.0,103.74721213124737,107.62000274658205,108.76000213623047,11283.547013022418,11283.547013022418,12.835470130224186
2021-10-22,0.0,103.74721213124737,107.62000274658205,109.13999938964844,11322.970668682065,11322.970668682065,13.229706686820647
2021-10-25,0.0,103.74721213124737,107.62000274658205,108.5,11256.57251624034,11256.57251624034,12.565725162403396
2021-10-26,0.0,103.74721213124737,107.62000274658205,109.48999786376953,11359.282034622318,11359.282034622318,13.592820346223181
2021-10-27,0.0,103.74721213124737,107.62000274658205,108.4000015258789,11246.197953332898,11246.197953332898,12.461979533328977
2021-10-28,0.0,103.74721213124737,107.62000274658205,109.66999816894531,11377.95656446708,11377.95656446708,13.779565644670802
2021-10-29,0.0,103.74721213124737,107.62000274658205,114.66999816894531,11896.692625123316,11896.692625123316,18.96692625123316
2021-11-01,0.0,103.74721213124737,107.62000274658205,114.80999755859375,11911.217171499418,11911.217171499418,19.112171714994183
2021-11-02,0.0,103.74721213124737,107.62000274658205,116.52999877929688,12089.66250300971,12089.66250300971,20.896625030097095
2021-11-03,0.0,103.74721213124737,107.62000274658205,117.56999969482422,12197.559698609617,12197.559698609617,21.97559698609617
2021-11-04,0.0,103.74721213124737,107.62000274658205,117.05999755859375,12144.648398794725,12144.648398794725,21.44648398794725
2021-11-05,0.0,103.74721213124737,107.62000274658205,117.18000030517578,12157.098349200704,12157.098349200704,21.570983492007034
2021-11-08,0.0,103.74721213124737,107.62000274658205,116.05999755859375,12040.901186663477,12040.901186663477,20.409011866634774
2021-11-09,0.0,103.74721213124737,107.62000274658205,115.61000061035156,11994.21525781578,11994.21525781578,19.942152578157803
2021-11-10,0.0,103.74721213124737,107.62000274658205,116.75,12112.48701632313,12112.48701632313,21.1248701632313
2021-11-11,0.0,103.74721213124737,107.62000274658205,116.62999725341797,12100.037065917151,12100.037065917151,21.000370659171512
2021-11-12,0.0,103.74721213124737,107.62000274658205,116.97000122070312,12135.31152963655,12135.31152963655,21.353115296365505
2021-11-15,0.0,103.74721213124737,107.62000274658205,116.83999633789062,12121.823885481304,12121.823885481304,21.218238854813045
2021-11-16,0.0,103.74721213124737,107.62000274658205,116.41999816894531,12078.250246353,12078.250246353,20.78250246353
2021-11-17,0.0,103.74721213124737,107.62000274658205,117.3499984741211,12174.735185296197,12174.735185296197,21.747351852961966
2021-11-18,0.0,103.74721213124737,107.62000274658205,117.06999969482422,12145.686092543992,12145.686092543992,21.456860925439926
2021-11-19,0.0,103.74721213124737,107.62000274658205,116.23999786376953,12059.575716508238,12059.575716508238,20.595757165082375
2021-11-22,12029.488930006766,0,0,115.6500015258789,0,12029.488930006766,20.294889300067663
2021-11-23,12029.488930006766,0.0,0,118.87999725341797,0.0,12029.488930006766,20.294889300067663
2021-11-24,12029.488930006766,0.0,0,118.66000366210938,0.0,12029.488930006766,20.294889300067663
2021-11-26,0.0,102.28287447987631,117.61000061035156,116.51000213623047,11916.977924150182,11916.977924150182,19.169779241501818
2021-11-29,11949.708412769489,0,0,116.88999938964844,0,11949.708412769489,19.49708412769489
2021-11-30,11949.708412769489,0.0,0,115.27999877929688,0.0,11949.708412769489,19.49708412769489
2021-12-01,11949.708412769489,0.0,0,115.91000366210938,0.0,11949.708412769489,19.49708412769489
2021-12-02,11949.708412769489,0.0,0,116.87000274658203,0.0,11949.708412769489,19.49708412769489
2021-12-03,11949.708412769489,0.0,0,118.8499984741211,0.0,11949.708412769489,19.49708412769489
2021-12-06,11949.708412769489,0.0,0,121.3499984741211,0.0,11949.708412769489,19.49708412769489
2021-12-07,0.0,97.9644866692016,121.9800033569336,121.51000213623047,11903.664984449408,11903.664984449408,19.03664984449408
2021-12-08,0.0,97.9644866692016,121.9800033569336,121.87000274658203,11938.932259443098,11938.932259443098,19.389322594430975
2021-12-09,0.0,97.9644866692016,121.9800033569336,124.1500015258789,12162.291169463322,12162.291169463322,21.62291169463322
2021-12-10,0.0,97.9644866692016,121.9800033569336,125.47000122070312,12291.60426197028,12291.60426197028,22.916042619702804
2021-12-13,0.0,97.9644866692016,121.9800033569336,126.51000213623047,12393.487417795417,12393.487417795417,23.93487417795417
2021-12-14,0.0,97.9644866692016,121.9800033569336,127.29000091552734,12469.899597811838,12469.899597811838,24.698995978118383
2021-12-15,0.0,97.9644866692016,121.9800033569336,130.22999572753906,12757.914680380682,12757.914680380682,27.579146803806815
2021-12-16,0.0,97.9644866692016,121.9800033569336,131.77999877929688,12909.759933681833,12909.759933681833,29.09759933681833
2021-12-17,0.0,97.9644866692016,121.9800033569336,129.52999877929688,12689.33983867613,12689.33983867613,26.89339838676129
2021-12-20,0.0,97.9644866692016,121.9800033569336,130.86000061035156,12819.6327853245,12819.6327853245,28.196327853245002
2021-12-21,0.0,97.9644866692016,121.9800033569336,129.9499969482422,12730.48474369886,12730.48474369886,27.304847436988606
2021-12-22,0.0,97.9644866692016,121.9800033569336,132.0500030517578,12936.21076363196,12936.21076363196,29.362107636319596
2021-12-23,0.0,97.9644866692016,121.9800033569336,133.08999633789062,13038.093172047376,13038.093172047376,30.380931720473765
2021-12-27,0.0,97.9644866692016,121.9800033569336,134.41000366210938,13167.407011964053,13167.407011964053,31.67407011964053
2021-12-28,0.0,97.9644866692016,121.9800033569336,134.38999938964844,13165.447303681227,13165.447303681227,31.65447303681227
2021-12-29,0.0,97.9644866692016,121.9800033569336,135.36000061035156,13260.472975335906,13260.472975335906,32.60472975335907
2021-12-30,0.0,97.9644866692016,121.9800033569336,135.92999267578125,13316.311955431243,13316.311955431243,33.16311955431243
2021-12-31,0.0,97.9644866692016,121.9800033569336,135.39999389648438,13264.390897082123,13264.390897082123,32.64390897082123
2022-01-03,0.0,97.9644866692016,121.9800033569336,135.4199981689453,13266.350605364949,13266.350605364949,32.663506053649485
2022-01-04,0.0,97.9644866692016,121.9800033569336,135.16000366210938,13240.880376965953,13240.880376965953,32.408803769659535
2022-01-05,0.0,97.9644866692016,121.9800033569336,135.8699951171875,13310.434325402202,13310.434325402202,33.10434325402202
2022-01-06,13362.355383751325,0,0,135.22999572753906,0,13362.355383751325,33.62355383751325
2022-01-07,13362.355383751325,0.0,0,134.8800048828125,0.0,13362.355383751325,33.62355383751325
2022-01-10,13362.355383751325,0.0,0,136.38999938964844,0.0,13362.355383751325,33.62355383751325
2022-01-11,13362.355383751325,0.0,0,136.97000122070312,0.0,13362.355383751325,33.62355383751325
2022-01-12,13362.355383751325,0.0,0,137.2899932861328,0.0,13362.355383751325,33.62355383751325
2022-01-13,13362.355383751325,0.0,0,133.52000427246094,0.0,13362.355383751325,33.62355383751325
2022-01-14,13362.355383751325,0.0,0,135.8699951171875,0.0,13362.355383751325,33.62355383751325
