Date,Ticker,Type,Qty,Price,Total
2020-01-06,AAPL,BUY,136.15166900369184,73.44750213623047,10000.0
2020-01-27,AAPL,SELL,136.15166900369184,77.51499938964844,10553.796539720788
2020-03-30,AAPL,BUY,168.36238826689373,62.685001373291016,10553.796539720788
2020-05-28,AAPL,SELL,168.36238826689373,79.19249725341797,13333.037970404872
2020-06-09,AAPL,BUY,160.57129382037974,83.03500366210938,13333.037970404872
2020-06-30,AAPL,SELL,160.57129382037974,90.0199966430664,14454.627330683414
2020-07-09,AAPL,BUY,150.15844995642786,96.26249694824219,14454.627330683414
2020-07-20,AAPL,SELL,150.15844995642786,96.4175033569336,14477.902852745829
2020-07-21,AAPL,BUY,145.98707064601973,99.17250061035156,14477.902852745829
2020-07-22,AAPL,SELL,145.98707064601973,96.69249725341797,14115.854427474798
2020-08-03,AAPL,BUY,130.4607654862242,108.19999694824219,14115.854427474798
2020-09-04,AAPL,SELL,130.4607654862242,120.06999969482422,15664.424072117474
2020-10-02,AAPL,BUY,138.7582970751069,112.88999938964844,15664.424072117474
2020-10-22,AAPL,SELL,138.7582970751069,117.44999694824219,16297.161568014588
2020-11-09,AAPL,BUY,135.24615409140736,120.5,16297.161568014588
2020-11-24,AAPL,SELL,135.24615409140736,113.91000366210938,15405.889907838422
2020-12-02,AAPL,BUY,126.25709172000569,122.0199966430664,15405.889907838422
2021-01-19,AAPL,SELL,126.25709172000568,127.77999877929688,16133.131025859899
2021-01-22,AAPL,BUY,118.38223635434008,136.27999877929688,16133.1310258599
2021-02-17,AAPL,SELL,118.38223635434008,131.25,15537.668521507136
2021-04-06,AAPL,BUY,122.8274191423489,126.5,15537.668521507136
2021-05-05,AAPL,SELL,122.8274191423489,129.1999969482422,15869.302178351942
2021-06-15,AAPL,BUY,122.12791965667289,129.94000244140625,15869.302178351942
2021-09-15,AAPL,SELL,122.12791965667289,148.55999755859375,18143.323446031456
2021-10-15,AAPL,BUY,126.19686239730326,143.77000427246094,18143.323446031456
2021-11-11,AAPL,SELL,126.19686239730326,148.9600067138672,18798.285469971266
2021-11-18,AAPL,BUY,122.29708313632743,153.7100067138672,18798.285469971263
2021-12-20,AAPL,SELL,122.29708313632744,168.27999877929688,20580.15300089275
2022-02-02,AAPL,BUY,117.76911588493707,174.75,20580.15300089275
2022-02-18,AAPL,SELL,117.76911588493708,169.82000732421875,19999.552122146782
2022-03-21,AAPL,BUY,122.31394284164477,163.50999450683594,19999.552122146782
2022-04-11,AAPL,SELL,122.31394284164476,168.7100067138672,20635.586118013456
2022-05-31,AAPL,BUY,138.42882608258168,149.07000732421875,20635.586118013456
2022-06-14,AAPL,SELL,138.42882608258168,133.1300048828125,18429.030292296102
2022-06-24,AAPL,BUY,131.73002928028876,139.89999389648438,18429.030292296105
2022-08-23,AAPL,SELL,131.73002928028876,167.0800018310547,22009.453533355532
2022-10-18,AAPL,BUY,151.27811328861114,145.49000549316406,22009.45353335553
2022-11-07,AAPL,SELL,151.27811328861114,137.11000061035156,20741.742205334307
2022-11-14,AAPL,BUY,139.23435614801969,148.97000122070312,20741.742205334307
2022-11-30,AAPL,SELL,139.23435614801969,141.39999389648438,19687.737109510916
2023-01-10,AAPL,BUY,151.14185428955875,130.25999450683594,19687.73710951092
2023-02-22,AAPL,SELL,151.14185428955875,148.8699951171875,22500.487110089274
2023-03-17,AAPL,BUY,144.15996185369363,156.0800018310547,22500.487110089274
2023-04-12,AAPL,SELL,144.15996185369363,161.22000122070312,23241.469226029003
2023-04-20,AAPL,BUY,139.9329865643862,166.08999633789062,23241.469226029003
2023-04-21,AAPL,SELL,139.9329865643862,165.0500030517578,23095.939859493526
2023-05-02,AAPL,BUY,135.7865856708734,170.08999633789062,23095.939859493526
2023-05-03,AAPL,SELL,135.7865856708734,169.5,23015.82627121304
2023-05-08,AAPL,BUY,133.44055450679846,172.47999572753906,23015.82627121304
2023-05-17,AAPL,SELL,133.44055450679846,171.7100067138672,22913.078510264524
2023-05-22,AAPL,BUY,131.6995003617973,173.97999572753906,22913.078510264524
2023-05-23,AAPL,SELL,131.6995003617973,173.1300048828125,22801.135140701936
2023-06-01,AAPL,BUY,128.31252409837188,177.6999969482422,22801.135140701936
2023-06-27,AAPL,SELL,128.31252409837188,185.88999938964844,23852.0150263306
2023-06-28,AAPL,BUY,126.91968262607416,187.92999267578125,23852.0150263306
2023-07-11,AAPL,SELL,126.91968262607416,189.16000366210938,24008.127630341947
2023-08-28,AAPL,BUY,133.31183363065392,180.08999633789062,24008.12763034195
2023-09-13,AAPL,SELL,133.31183363065392,176.50999450683594,23530.87102184295
2023-10-05,AAPL,BUY,135.39830790545602,173.7899932861328,23530.871021842944
2023-10-23,AAPL,SELL,135.39830790545602,170.91000366210938,23140.9252999649
2023-11-03,AAPL,BUY,132.81063229117487,174.24000549316406,23140.925299964903
2023-12-01,AAPL,SELL,132.81063229117487,190.3300018310547,25277.847887162843
2023-12-11,AAPL,BUY,130.89869922463166,193.11000061035156,25277.847887162843
2023-12-12,AAPL,SELL,130.89869922463166,193.0800018310547,25273.921085974558
2023-12-14,AAPL,BUY,127.63317109719637,198.02000427246094,25273.92108597456
2023-12-20,AAPL,SELL,127.63317109719635,196.89999389648438,25130.970610026907
