Date,Ticker,Type,Qty,Price,Total
2020-01-06,AMD,BUY,208.24656194652832,48.02000045776367,10000.0
2020-01-14,AMD,SELL,208.24656194652832,48.63999938964844,10129.112645975523
2020-01-22,AMD,BUY,196.18656665554258,51.630001068115234,10129.112645975523
2020-01-27,AMD,SELL,196.1865666555425,48.45000076293945,9505.239304139506
2020-02-12,AMD,BUY,174.3121129089097,54.529998779296875,9505.239304139506
2020-02-25,AMD,SELL,174.3121129089097,51.13999938964844,8914.321347769972
2020-03-25,AMD,BUY,190.5176570494945,46.790000915527344,8914.321347769972
2020-05-01,AMD,SELL,190.5176570494945,51.06999969482422,9729.73668737631
2020-05-21,AMD,BUY,171.66084394829883,56.68000030517578,9729.73668737631
2020-05-22,AMD,SELL,171.66084394829883,54.77000045776367,9401.864501628424
2020-06-11,AMD,BUY,168.07051720482937,55.939998626708984,9401.864501628424
2020-06-15,AMD,SELL,168.07051720482937,52.58000183105469,8837.148102376237
2020-06-18,AMD,BUY,161.79326757945975,54.619998931884766,8837.148102376237
2020-06-19,AMD,SELL,161.79326757945975,54.40999984741211,8803.171664310712
2020-07-09,AMD,BUY,164.48377408475366,53.52000045776367,8803.171664310712
2020-08-17,AMD,SELL,164.48377408475366,82.08999633789062,13502.472412259856
2020-10-01,AMD,BUY,162.56287995595818,83.05999755859375,13502.472412259855
2020-10-19,AMD,SELL,162.56287995595818,83.62000274658203,13593.508468409507
2020-11-06,AMD,BUY,162.7575313071807,83.5199966430664,13593.508468409507
2020-12-16,AMD,SELL,162.7575313071807,97.04000091552734,15793.990987057785
2021-02-24,AMD,BUY,187.2879241565677,84.33000183105469,15793.990987057785
2021-06-02,AMD,SELL,187.2879241565677,81.0,15170.321856681983
2021-09-21,AMD,BUY,148.51024601148634,102.1500015258789,15170.321856681981
2021-09-22,AMD,SELL,148.51024601148634,102.81999969482422,15269.823449579295
2021-10-08,AMD,BUY,143.31133751504274,106.55000305175781,15269.823449579297
2021-11-29,AMD,SELL,143.31133751504274,157.5,22571.535658619232
2021-11-30,AMD,BUY,138.2382155032279,163.27999877929688,22571.535658619232
2021-12-01,AMD,SELL,138.2382155032279,160.3699951171875,22169.261945261373
2021-12-28,AMD,BUY,142.2200490815213,155.8800048828125,22169.261945261373
2022-01-06,AMD,SELL,142.2200490815213,136.19000244140625,19368.948831629303
2022-02-04,AMD,BUY,160.95188151115752,120.33999633789062,19368.948831629303
2022-02-24,AMD,SELL,160.95188151115752,104.55999755859375,16829.128337857703
2022-02-25,AMD,BUY,143.64226537917392,117.16000366210938,16829.128337857703
2022-03-07,AMD,SELL,143.64226537917392,108.52999877929688,15589.494886257184
2022-03-17,AMD,BUY,139.0181467015082,112.13999938964844,15589.494886257185
2022-04-05,AMD,SELL,139.0181467015082,109.69000244140625,15248.900851088205
2022-05-04,AMD,BUY,155.31575477377874,98.18000030517578,15248.900851088203
2022-06-13,AMD,SELL,155.31575477377874,91.26000213623047,14174.116112445296
2022-07-14,AMD,BUY,181.1851655914448,78.2300033569336,14174.116112445296
2022-08-18,AMD,SELL,181.1851655914448,97.73999786376953,17709.037697854543
2022-10-06,AMD,BUY,261.118221432343,67.81999969482422,17709.037697854543
2022-10-26,AMD,SELL,261.118221432343,59.689998626708984,15586.146278705244
