date,Cash,Qty,PurchasePrice,CurrentPrice,CurrentEquityTotal,PortfolioTotal,PercentageChange
2020-05-28,0.0,175.06211023531546,56.0099983215332,51.7400016784668,9057.71387741116,9057.71387741116,-9.422861225888392
2020-05-29,9115.48402652816,0,0,53.79999923706055,0,9115.48402652816,-8.8451597347184
2020-06-01,9115.48402652816,0.0,0,53.630001068115234,0.0,9115.48402652816,-8.8451597347184
2020-06-02,9115.48402652816,0.0,0,53.540000915527344,0.0,9115.48402652816,-8.8451597347184
2020-06-03,9115.48402652816,0.0,0,52.72999954223633,0.0,9115.48402652816,-8.8451597347184
2020-06-04,9115.48402652816,0.0,0,52.630001068115234,0.0,9115.48402652816,-8.8451597347184
2020-06-05,9115.48402652816,0.0,0,53.099998474121094,0.0,9115.48402652816,-8.8451597347184
2020-06-08,9115.48402652816,0.0,0,52.970001220703125,0.0,9115.48402652816,-8.8451597347184
2020-06-09,9115.48402652816,0.0,0,56.38999938964844,0.0,9115.48402652816,-8.8451597347184
2020-06-10,9115.48402652816,0.0,0,57.439998626708984,0.0,9115.48402652816,-8.8451597347184
2020-06-11,9115.48402652816,0.0,0,52.83000183105469,0.0,9115.48402652816,-8.8451597347184
2020-06-12,9115.48402652816,0.0,0,53.5,0.0,9115.48402652816,-8.8451597347184
2020-06-15,9115.48402652816,0.0,0,54.68000030517578,0.0,9115.48402652816,-8.8451597347184
2020-06-16,0.0,163.59446925391026,55.720001220703125,54.459999084472656,8909.354645792742,8909.354645792742,-10.906453542072576
2020-06-17,0.0,163.59446925391026,55.720001220703125,54.54999923706055,8924.07817298813,8924.07817298813,-10.759218270118708
2020-06-18,0.0,163.59446925391026,55.720001220703125,54.040000915527344,8840.64526825652,8840.64526825652,-11.593547317434805
2020-06-19,0.0,163.59446925391026,55.720001220703125,54.22999954223633,8871.727992751948,8871.727992751948,-11.282720072480515
2020-06-22,0.0,163.59446925391026,55.720001220703125,54.7599983215332,8958.43286175624,8958.43286175624,-10.415671382437594
2020-06-23,0.0,163.59446925391026,55.720001220703125,53.9900016784668,8832.4656696065,8832.4656696065,-11.675343303935005
2020-06-24,0.0,163.59446925391026,55.720001220703125,52.38999938964844,8570.714144362219,8570.714144362219,-14.292858556377814
2020-06-25,0.0,163.59446925391026,55.720001220703125,51.93000030517578,8495.46083828063,8495.46083828063,-15.04539161719371
2020-06-26,8482.372981189897,0,0,50.099998474121094,0,8482.372981189897,-15.176270188101027
2020-06-29,8482.372981189897,0.0,0,50.279998779296875,0.0,8482.372981189897,-15.176270188101027
2020-06-30,8482.372981189897,0.0,0,52.61000061035156,0.0,8482.372981189897,-15.176270188101027
2020-07-01,8482.372981189897,0.0,0,52.58000183105469,0.0,8482.372981189897,-15.176270188101027
2020-07-02,8482.372981189897,0.0,0,52.34000015258789,0.0,8482.372981189897,-15.176270188101027
2020-07-06,8482.372981189897,0.0,0,53.400001525878906,0.0,8482.372981189897,-15.176270188101027
