Date,Ticker,Type,Qty,Price,Total
2020-01-06,AIG,BUY,195.57989030115664,51.130001068115234,10000.0
2020-01-27,AIG,SELL,195.57989030115664,50.099998474121094,9798.552205656719
2020-02-06,AIG,BUY,185.33293746195676,52.869998931884766,9798.55220565672
2020-02-18,AIG,SELL,185.3329374619568,48.11000061035156,8916.367734412988
2020-03-27,AIG,BUY,342.9372205543457,26.0,8916.367734412988
2020-06-15,AIG,SELL,342.9372205543457,31.299999237060547,10733.934741710684
2020-07-16,AIG,BUY,342.3902587272461,31.350000381469727,10733.934741710684
2020-08-05,AIG,SELL,342.3902587272461,30.0,10271.707761817383
2020-09-03,AIG,BUY,342.39025872724613,30.0,10271.707761817384
2020-09-11,AIG,SELL,342.39025872724613,28.219999313354492,9662.252866182153
2020-09-15,AIG,BUY,329.0957992274529,29.360000610351562,9662.252866182153
2020-09-21,AIG,SELL,329.0957992274529,27.139999389648438,8931.659790168937
2020-10-02,AIG,BUY,328.49060738271515,27.190000534057617,8931.659790168937
2020-12-01,AIG,SELL,328.49060738271515,39.5,12975.378991617248
2020-12-21,AIG,BUY,349.6464235572624,37.11000061035156,12975.378991617248
2021-01-07,AIG,SELL,349.6464235572624,40.779998779296875,14258.580725850677
2021-06-18,AIG,BUY,297.98497764973183,47.849998474121094,14258.580725850676
2021-08-09,AIG,SELL,297.98497764973183,50.66999816894531,15098.898271885122
2021-09-21,AIG,BUY,281.1189448753901,53.709999084472656,15098.898271885122
2021-09-22,AIG,SELL,281.1189448753901,53.83000183105469,15132.633317386413
2021-09-28,AIG,BUY,265.1126985275151,57.08000183105469,15132.63331738641
2021-11-01,AIG,SELL,265.1126985275151,59.709999084472656,15829.878986360001
2021-11-04,AIG,BUY,260.78877738705035,60.70000076293945,15829.878986360003
2021-11-08,AIG,SELL,260.78877738705035,59.060001373291016,15402.185550618078
2021-12-15,AIG,BUY,282.19466899787847,54.58000183105469,15402.185550618078
2022-01-21,AIG,SELL,282.19466899787847,58.70000076293945,16564.82728547291
2022-02-07,AIG,BUY,271.0213935692898,61.119998931884766,16564.82728547291
2022-02-16,AIG,SELL,271.0213935692898,59.790000915527344,16204.369369635333
2022-02-22,AIG,BUY,261.3607962844408,62.0,16204.369369635331
2022-02-25,AIG,SELL,261.3607962844408,60.790000915527344,15888.123045414113
2022-02-28,AIG,BUY,259.39792727206714,61.25,15888.123045414111
2022-03-01,AIG,SELL,259.39792727206714,60.560001373291016,15709.138831825228
2022-03-18,AIG,BUY,258.88494978279186,60.68000030517578,15709.138831825227
2022-04-07,AIG,SELL,258.88494978279186,61.54999923706055,15934.368461617298
2022-04-21,AIG,BUY,244.95569122324144,65.05000305175781,15934.3684616173
2022-04-22,AIG,SELL,244.95569122324144,63.0,15432.20854706421
2022-05-06,AIG,BUY,248.46576067320473,62.11000061035156,15432.20854706421
2022-05-11,AIG,SELL,248.4657606732048,58.72999954223633,14592.39401059872
2022-05-31,AIG,BUY,248.8046654893935,58.650001525878906,14592.39401059872
2022-06-13,AIG,SELL,248.8046654893935,52.459999084472656,13052.292523786109
2022-07-01,AIG,BUY,255.42647580305243,51.099998474121094,13052.292523786107
2022-08-25,AIG,SELL,255.42647580305243,54.5,13920.742931266357
2022-09-13,AIG,BUY,252.09602722803237,55.220001220703125,13920.742931266355
2022-09-21,AIG,SELL,252.0960272280324,53.779998779296875,13557.724036589174
2022-10-07,AIG,BUY,269.85914776352615,50.2400016784668,13557.724036589174
2022-10-11,AIG,SELL,269.8591477635261,48.2400016784668,13018.005741062118
2022-10-14,AIG,BUY,254.45671970072578,51.15999984741211,13018.005741062118
2022-11-21,AIG,SELL,254.45671970072576,59.7400016784668,15201.244862018511
2022-12-02,AIG,BUY,243.02550035862916,62.54999923706055,15201.244862018511
2022-12-06,AIG,SELL,243.0255003586292,61.61000061035156,14972.801225426138
2023-02-16,AIG,BUY,243.0255003586292,61.61000061035156,14972.801225426138
2023-02-22,AIG,SELL,243.0255003586292,59.310001373291016,14413.842760015033
2023-03-01,AIG,BUY,235.67434264185877,61.15999984741211,14413.842760015032
2023-03-06,AIG,SELL,235.6743426418588,60.060001373291016,14154.601342719498
2023-03-31,AIG,BUY,281.85187173759533,50.220001220703125,14154.601342719498
2023-06-01,AIG,SELL,281.85187173759533,53.27000045776367,15014.249336483252
