Date,Ticker,Type,Qty,Price,Total
2020-01-10,ADBE,BUY,29.23549293050307,342.04998779296875,10000.0
2020-01-28,ADBE,SELL,29.23549293050307,349.0,10203.18703274557
2020-02-05,ADBE,BUY,27.281978927701665,373.989990234375,10203.18703274557
2020-02-24,ADBE,SELL,27.281978927701665,355.3900146484375,9695.742890754258
2020-03-27,ADBE,BUY,31.106007414315858,311.70001220703125,9695.742890754258
2020-06-05,ADBE,SELL,31.10600741431585,384.6400146484375,11964.615147496854
2020-06-08,ADBE,BUY,30.60003874040116,391.0,11964.615147496854
2020-06-12,ADBE,SELL,30.60003874040116,409.29998779296875,12524.595482910567
2020-06-15,ADBE,BUY,31.405706786060716,398.79998779296875,12524.595482910569
2020-07-01,ADBE,SELL,31.40570678606072,434.79998779296875,13655.200927208756
2020-07-02,ADBE,BUY,30.685844780244395,445.0,13655.200927208756
2020-07-14,ADBE,SELL,30.685844780244395,435.739990234375,13371.04970487724
2020-08-07,ADBE,BUY,29.01262795699538,460.8699951171875,13371.04970487724
2020-08-11,ADBE,SELL,29.01262795699538,440.260009765625,12773.09986767323
2020-08-19,ADBE,BUY,27.511037568316276,464.2900085449219,12773.09986767323
2020-09-09,ADBE,SELL,27.51103756831628,473.9100036621094,13037.755914749196
2020-10-02,ADBE,BUY,26.717260959568737,487.989990234375,13037.755914749196
2020-10-06,ADBE,SELL,26.717260959568737,485.0,12957.871565390837
2020-10-08,ADBE,BUY,25.965077411777074,499.04998779296875,12957.871565390837
2020-10-21,ADBE,SELL,25.96507741177708,492.04998779296875,12776.1160235084
2020-11-09,ADBE,BUY,25.825986877399984,494.70001220703125,12776.1160235084
2020-11-11,ADBE,SELL,25.825986877399984,458.489990234375,11840.956471212216
2020-11-27,ADBE,BUY,24.829013677409286,476.8999938964844,11840.956471212216
2021-01-07,ADBE,SELL,24.82901367740929,471.0,11694.465442059774
2021-02-04,ADBE,BUY,24.151140829743508,484.2200012207031,11694.465442059774
2021-03-05,ADBE,SELL,24.151140829743508,444.8800048828125,10744.359650261784
2021-03-29,ADBE,BUY,22.90761716356136,469.0299987792969,10744.359650261784
2021-05-05,ADBE,SELL,22.90761716356136,495.69000244140625,11355.07680773253
2021-05-27,ADBE,BUY,22.485300609371347,505.0,11355.07680773253
2021-09-21,ADBE,SELL,22.485300609371347,646.8800048828125,14545.291367981643
2021-10-14,ADBE,BUY,24.242152279969407,600.0,14545.291367981645
2021-11-15,ADBE,SELL,24.242152279969407,658.3699951171875,15960.305678193574
2021-11-17,ADBE,BUY,23.758939868662434,671.760009765625,15960.305678193574
2021-11-26,ADBE,SELL,23.758939868662434,670.25,15924.429446970997
2022-01-19,ADBE,BUY,30.832617040680276,516.47998046875,15924.429446970997
2022-02-14,ADBE,SELL,30.83261704068028,473.20001220703125,14589.994760024629
2022-03-01,ADBE,BUY,31.175202478685105,468.0,14589.994760024629
2022-03-09,ADBE,SELL,31.175202478685105,443.79998779296875,13835.554479483779
2022-03-10,ADBE,BUY,31.11350793236916,444.67999267578125,13835.55447948378
2022-03-14,ADBE,SELL,31.11350793236916,413.3599853515625,12861.07918315984
2022-03-17,ADBE,BUY,29.146260478013847,441.260009765625,12861.07918315984
2022-04-13,ADBE,SELL,29.146260478013847,427.29998779296875,12454.196746466005
2022-05-05,ADBE,BUY,29.97039372473959,415.54998779296875,12454.196746466005
2022-05-09,ADBE,SELL,29.97039372473959,381.95001220703125,11447.192249013819
2022-05-16,ADBE,BUY,28.636595108490692,399.739990234375,11447.19224901382
2022-06-14,ADBE,SELL,28.63659510849069,371.44000244140625,10636.776957011343
2022-07-06,ADBE,BUY,28.0994788315726,378.5400085449219,10636.776957011343
2022-08-22,ADBE,SELL,28.0994788315726,419.4100036621094,11785.202519653229
2022-10-05,ADBE,BUY,40.44199708846715,291.4100036621094,11785.202519653229
2022-11-07,ADBE,SELL,40.44199708846715,288.9700012207031,11686.523948022024
2022-11-11,ADBE,BUY,35.37726002778174,330.3399963378906,11686.523948022024
2022-11-30,ADBE,SELL,35.37726002778174,327.1199951171875,11572.609127547434
2022-12-01,ADBE,BUY,33.25175751555314,348.0299987792969,11572.609127547434
2022-12-07,ADBE,SELL,33.25175751555314,327.5299987792969,10890.948098478595
2023-01-12,ADBE,BUY,31.644093539733603,344.1700134277344,10890.948098478597
2023-02-13,ADBE,SELL,31.644093539733603,373.4100036621094,11816.221084556057
2023-03-17,ADBE,BUY,33.30577012574698,354.7799987792969,11816.221084556057
2023-04-12,ADBE,SELL,33.30577012574698,376.4200134277344,12536.958437954714
2023-05-19,ADBE,BUY,34.53707558665211,363.0,12536.958437954716
2023-06-27,ADBE,SELL,34.53707558665211,480.0,16577.79628159301
2023-07-18,ADBE,BUY,31.90246288636705,519.6400146484375,16577.796281593008
2023-07-21,ADBE,SELL,31.90246288636705,521.75,16645.11001096201
2023-08-02,ADBE,BUY,30.86314207689981,539.3200073242188,16645.11001096201
2023-08-03,ADBE,SELL,30.86314207689981,523.0,16141.4233062186
2023-08-30,ADBE,BUY,29.88599154944837,540.0999755859375,16141.4233062186
2023-09-15,ADBE,SELL,29.88599154944837,532.1099853515625,15902.634525593892
2023-10-10,ADBE,BUY,29.95354265319983,530.9099731445312,15902.634525593892
2023-10-26,ADBE,SELL,29.95354265319983,530.0,15875.377606195909
2023-11-03,ADBE,BUY,28.348888582492695,560.0,15875.377606195909
2023-12-01,ADBE,SELL,28.34888858249269,609.239990234375,17271.276603153234
