date,Cash,Qty,PurchasePrice,CurrentPrice,CurrentEquityTotal,PortfolioTotal,PercentageChange
2022-03-25,0.0,39.19611133301449,437.510009765625,431.6199951171875,16917.825382168452,16917.825382168452,69.17825382168452
2022-03-28,0.0,39.19611133301449,437.510009765625,450.010009765625,17638.642443744375,17638.642443744375,76.38642443744375
2022-03-29,0.0,39.19611133301449,437.510009765625,466.3299865722656,18278.322071609677,18278.322071609677,82.78322071609676
2022-03-30,0.0,39.19611133301449,437.510009765625,460.05999755859375,18032.562884173018,18032.562884173018,80.32562884173018
2022-03-31,0.0,39.19611133301449,437.510009765625,455.6199951171875,17858.5320541608,17858.5320541608,78.58532054160801
2022-04-01,0.0,39.19611133301449,437.510009765625,458.19000244140625,17959.266347367542,17959.266347367542,79.59266347367542
2022-04-04,0.0,39.19611133301449,437.510009765625,468.80999755859375,18375.528858336893,18375.528858336893,83.75528858336892
2022-04-05,0.0,39.19611133301449,437.510009765625,458.5799865722656,17974.552208778816,17974.552208778816,79.74552208778816
2022-04-06,0.0,39.19611133301449,437.510009765625,444.3299865722656,17416.00762228336,17416.00762228336,74.1600762228336
2022-04-07,0.0,39.19611133301449,437.510009765625,452.7200012207031,17744.863570529138,17744.863570529138,77.44863570529138
2022-04-08,0.0,39.19611133301449,437.510009765625,445.3399963378906,17455.596077504226,17455.596077504226,74.55596077504227
2022-04-11,17199.645518346457,0,0,434.44000244140625,0,17199.645518346457,71.99645518346458
2022-04-12,17199.645518346457,0.0,0,426.7699890136719,0.0,17199.645518346457,71.99645518346458
2022-04-13,17199.645518346457,0.0,0,431.6700134277344,0.0,17199.645518346457,71.99645518346458
2022-04-14,17199.645518346457,0.0,0,420.44000244140625,0.0,17199.645518346457,71.99645518346458
2022-04-18,17199.645518346457,0.0,0,425.4700012207031,0.0,17199.645518346457,71.99645518346458
2022-04-19,17199.645518346457,0.0,0,436.3999938964844,0.0,17199.645518346457,71.99645518346458
2022-04-20,17199.645518346457,0.0,0,428.1099853515625,0.0,17199.645518346457,71.99645518346458
2022-04-21,17199.645518346457,0.0,0,417.4800109863281,0.0,17199.645518346457,71.99645518346458
2022-04-22,17199.645518346457,0.0,0,408.6700134277344,0.0,17199.645518346457,71.99645518346458
2022-04-25,17199.645518346457,0.0,0,413.95001220703125,0.0,17199.645518346457,71.99645518346458
2022-04-26,17199.645518346457,0.0,0,399.1199951171875,0.0,17199.645518346457,71.99645518346458
2022-04-27,17199.645518346457,0.0,0,397.8999938964844,0.0,17199.645518346457,71.99645518346458
2022-04-28,17199.645518346457,0.0,0,410.5299987792969,0.0,17199.645518346457,71.99645518346458
2022-04-29,17199.645518346457,0.0,0,395.95001220703125,0.0,17199.645518346457,71.99645518346458
2022-05-02,17199.645518346457,0.0,0,407.2900085449219,0.0,17199.645518346457,71.99645518346458
2022-05-03,17199.645518346457,0.0,0,407.5799865722656,0.0,17199.645518346457,71.99645518346458
2022-05-04,17199.645518346457,0.0,0,423.3500061035156,0.0,17199.645518346457,71.99645518346458
2022-05-05,17199.645518346457,0.0,0,400.510009765625,0.0,17199.645518346457,71.99645518346458
2022-05-06,17199.645518346457,0.0,0,391.010009765625,0.0,17199.645518346457,71.99645518346458
2022-05-09,17199.645518346457,0.0,0,376.9100036621094,0.0,17199.645518346457,71.99645518346458
2022-05-10,17199.645518346457,0.0,0,393.0299987792969,0.0,17199.645518346457,71.99645518346458
2022-05-11,17199.645518346457,0.0,0,379.3299865722656,0.0,17199.645518346457,71.99645518346458
2022-05-12,17199.645518346457,0.0,0,388.489990234375,0.0,17199.645518346457,71.99645518346458
2022-05-13,17199.645518346457,0.0,0,405.45001220703125,0.0,17199.645518346457,71.99645518346458
2022-05-16,17199.645518346457,0.0,0,402.8599853515625,0.0,17199.645518346457,71.99645518346458
2022-05-17,17199.645518346457,0.0,0,409.6499938964844,0.0,17199.645518346457,71.99645518346458
2022-05-18,17199.645518346457,0.0,0,397.8800048828125,0.0,17199.645518346457,71.99645518346458
2022-05-19,17199.645518346457,0.0,0,394.3800048828125,0.0,17199.645518346457,71.99645518346458
2022-05-20,17199.645518346457,0.0,0,399.0899963378906,0.0,17199.645518346457,71.99645518346458
2022-05-23,17199.645518346457,0.0,0,406.760009765625,0.0,17199.645518346457,71.99645518346458
2022-05-24,17199.645518346457,0.0,0,398.4100036621094,0.0,17199.645518346457,71.99645518346458
2022-05-25,17199.645518346457,0.0,0,402.5,0.0,17199.645518346457,71.99645518346458
2022-05-26,17199.645518346457,0.0,0,408.6000061035156,0.0,17199.645518346457,71.99645518346458
2022-05-27,17199.645518346457,0.0,0,428.2200012207031,0.0,17199.645518346457,71.99645518346458
2022-05-31,0.0,40.259457584386524,427.2200012207031,416.4800109863281,16767.259337048912,16767.259337048912,67.67259337048912
2022-06-01,0.0,40.25945758438653,427.2200012207031,418.1600036621094,16834.894930921608,16834.894930921608,68.34894930921608
2022-06-02,0.0,40.25945758438653,427.2200012207031,441.2799987792969,17765.693393693244,17765.693393693244,77.65693393693243
2022-06-03,0.0,40.25945758438653,427.2200012207031,429.760009765625,17301.90488462472,17301.90488462472,73.0190488462472
2022-06-06,0.0,40.25945758438653,427.2200012207031,429.4599914550781,17289.82631017672,17289.82631017672,72.89826310176718
2022-06-07,0.0,40.25945758438653,427.2200012207031,433.4200134277344,17449.254646818114,17449.254646818114,74.49254646818113
2022-06-08,0.0,40.25945758438653,427.2200012207031,428.8399963378906,17264.865643053785,17264.865643053785,72.64865643053786
2022-06-09,0.0,40.25945758438653,427.2200012207031,426.4200134277344,17167.438443727406,17167.438443727406,71.67438443727406
2022-06-10,0.0,40.25945758438653,427.2200012207031,393.8399963378906,15855.784627600255,15855.784627600255,58.55784627600254
2022-06-13,0.0,40.25945758438653,427.2200012207031,371.6499938964844,14962.427165513025,14962.427165513025,49.62427165513025
2022-06-14,14953.973023434224,0,0,370.82000732421875,0,14953.973023434224,49.539730234342244
2022-06-15,14953.973023434224,0.0,0,376.9200134277344,0.0,14953.973023434224,49.539730234342244
2022-06-16,14953.973023434224,0.0,0,365.0799865722656,0.0,14953.973023434224,49.539730234342244
2022-06-17,14953.973023434224,0.0,0,360.7900085449219,0.0,14953.973023434224,49.539730234342244
2022-06-21,14953.973023434224,0.0,0,362.989990234375,0.0,14953.973023434224,49.539730234342244
2022-06-22,14953.973023434224,0.0,0,365.3299865722656,0.0,14953.973023434224,49.539730234342244
2022-06-23,14953.973023434224,0.0,0,376.6400146484375,0.0,14953.973023434224,49.539730234342244
2022-06-24,14953.973023434224,0.0,0,387.7200012207031,0.0,14953.973023434224,49.539730234342244
2022-06-27,14953.973023434224,0.0,0,381.07000732421875,0.0,14953.973023434224,49.539730234342244
2022-06-28,14953.973023434224,0.0,0,365.6300048828125,0.0,14953.973023434224,49.539730234342244
2022-06-29,14953.973023434224,0.0,0,368.5,0.0,14953.973023434224,49.539730234342244
2022-06-30,14953.973023434224,0.0,0,366.05999755859375,0.0,14953.973023434224,49.539730234342244
2022-07-01,14953.973023434224,0.0,0,368.4800109863281,0.0,14953.973023434224,49.539730234342244
2022-07-05,14953.973023434224,0.0,0,376.489990234375,0.0,14953.973023434224,49.539730234342244
2022-07-06,14953.973023434224,0.0,0,382.8299865722656,0.0,14953.973023434224,49.539730234342244
2022-07-07,14953.973023434224,0.0,0,390.8900146484375,0.0,14953.973023434224,49.539730234342244
